study,representation,candidate,seed,analysis_mode,reference_view,view,semantic_family,target_id,target_kind,primary_metric,heldout_point_estimate,paired_standardized_semantic_loss_difference,ci95_lower,ci95_upper,semantic_change_gate,semantic_loss_gate,semantic_gain_gate,n_rows,n_scenarios,n_log_clusters,split_contract,target_source,diagnostic_not_historical,evidence_level,interpretation_matrix_result
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,FROZEN_PROBE_ACROSS_VIEW,last,max,lateral,ego13.heading_change_abs_total,continuous,R2,-1.2203422539470714,0.3920422800346455,0.2382171874773718,0.53786619115783,True,True,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,COORDINATE_GEOMETRY_SHIFT_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,FROZEN_PROBE_ACROSS_VIEW,last,max,longitudinal,ego13.mean_speed,continuous,R2,-5.4964421850352405,0.4857083516757561,0.3856178601836493,0.6955616615035755,True,True,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,COORDINATE_GEOMETRY_SHIFT_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,FROZEN_PROBE_ACROSS_VIEW,last,max,longitudinal,ego13.rms_accel,continuous,R2,-45.626557475984704,1.4474333451074828,1.2447396234568593,1.7250253180274333,True,True,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,COORDINATE_GEOMETRY_SHIFT_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,FROZEN_PROBE_ACROSS_VIEW,last,max,lateral,ego13.rms_yaw_rate,continuous,R2,-2.7542768122423396,0.5999805591688783,0.46297145864788125,0.7500360274307069,True,True,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,COORDINATE_GEOMETRY_SHIFT_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,FROZEN_PROBE_ACROSS_VIEW,last,max,interaction,raw33.front_pressure_score,continuous,R2,-0.13205739935097083,0.7569190141453475,0.6186575734265993,0.9775148379671972,True,True,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,INFORMATION_RETENTION_LOSS_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,FROZEN_PROBE_ACROSS_VIEW,last,max,lateral,raw33.lane_change_count_proxy,categorical,balanced_accuracy,0.5,0.11250879009260237,0.0,0.19741838141820905,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,FROZEN_PROBE_ACROSS_VIEW,last,max,interaction,raw33.mean_front_distance,continuous,R2,-0.4007794379638421,0.5993243407294424,0.4939174104650941,0.719891569106067,True,True,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,INFORMATION_RETENTION_LOSS_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,FROZEN_PROBE_ACROSS_VIEW,last,max,interaction,raw33.mean_rel_speed,continuous,R2,0.5238499644791972,0.8607406899509767,0.6878186451703647,1.1648243142496375,True,True,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,COORDINATE_GEOMETRY_SHIFT_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,FROZEN_PROBE_ACROSS_VIEW,last,mean,longitudinal,ego13.end_minus_start_speed,continuous,R2,-3.1214381795851986,1.1106596604267343,0.9403606804324672,1.3359501708338932,True,True,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,COORDINATE_GEOMETRY_SHIFT_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,FROZEN_PROBE_ACROSS_VIEW,last,mean,lateral,ego13.heading_change_abs_total,continuous,R2,-0.015289996912702497,-0.06861955880519749,-0.23549725857825207,0.1914876958801268,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,FROZEN_PROBE_ACROSS_VIEW,last,mean,longitudinal,ego13.mean_speed,continuous,R2,-0.578786810030232,0.7407809848776122,0.5956915556543143,0.9993907588106158,True,True,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,COORDINATE_GEOMETRY_SHIFT_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,FROZEN_PROBE_ACROSS_VIEW,last,mean,longitudinal,ego13.rms_accel,continuous,R2,-4.992354162607145,1.1649174082568,0.9646232831743714,1.4083478534011538,True,True,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,COORDINATE_GEOMETRY_SHIFT_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,FROZEN_PROBE_ACROSS_VIEW,last,mean,lateral,ego13.rms_yaw_rate,continuous,R2,-0.07775296802294385,0.1819717728287298,-0.04191607685502661,0.40604590128862406,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,FROZEN_PROBE_ACROSS_VIEW,last,mean,interaction,raw33.front_pressure_score,continuous,R2,0.803503771313226,0.07185330226691086,-0.22957319647092156,0.2068897182918746,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,FROZEN_PROBE_ACROSS_VIEW,last,mean,lateral,raw33.lane_change_count_proxy,categorical,balanced_accuracy,0.6388888888888888,0.0,0.0,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,FROZEN_PROBE_ACROSS_VIEW,last,mean,interaction,raw33.mean_front_distance,continuous,R2,0.9362632331430357,0.05669316050870804,-0.20670196372526337,0.23733552166556796,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,REFIT_VIEW_GAIN_NOT_INFORMATION_LOSS
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,FROZEN_PROBE_ACROSS_VIEW,last,mean,interaction,raw33.mean_rel_speed,continuous,R2,0.9117666270791145,0.04914601240542029,-0.18905898970719578,0.24420052579300733,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,last,longitudinal,ego13.end_minus_start_speed,continuous,R2,0.7640330915079536,0.0,0.0,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,False,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,last,lateral,ego13.heading_change_abs_total,continuous,R2,-0.04523011802597399,0.0,0.0,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,False,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,last,longitudinal,ego13.mean_speed,continuous,R2,0.7740548829726689,0.0,0.0,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,False,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,last,longitudinal,ego13.rms_accel,continuous,R2,0.5567276109517441,0.0,0.0,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,False,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,last,lateral,ego13.rms_yaw_rate,continuous,R2,0.018957738862982354,0.0,0.0,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,False,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,last,interaction,raw33.front_pressure_score,continuous,R2,0.8147371707144422,0.0,0.0,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,False,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,last,lateral,raw33.lane_change_count_proxy,categorical,balanced_accuracy,0.6388888888888888,0.0,0.0,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,False,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,last,interaction,raw33.mean_front_distance,continuous,R2,0.9404346210099432,0.0,0.0,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,False,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,last,interaction,raw33.mean_rel_speed,continuous,R2,0.9153715462598445,0.0,0.0,0.0,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,False,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,NO_MATERIAL_RETENTION_LOSS_SUPPORTED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,max,longitudinal,ego13.end_minus_start_speed,continuous,R2,0.6247606495170084,0.2296385950759868,0.002601262509108471,0.5179810503152941,True,True,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,INFORMATION_RETENTION_LOSS_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,max,lateral,ego13.heading_change_abs_total,continuous,R2,0.03343743367726526,-0.10960796270599242,-0.29668158327162186,0.11611142171407304,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,COORDINATE_GEOMETRY_SHIFT_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,max,longitudinal,ego13.mean_speed,continuous,R2,0.6239332850404655,0.21501186401966121,-0.011611882090816735,0.5157517687953991,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,COORDINATE_GEOMETRY_SHIFT_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,max,longitudinal,ego13.rms_accel,continuous,R2,0.5303420621198892,0.02887151506259686,-0.16000371977610753,0.3448589826212122,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,COORDINATE_GEOMETRY_SHIFT_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,max,lateral,ego13.rms_yaw_rate,continuous,R2,0.09128405686215058,-0.11814956558526205,-0.32790883440167606,0.10650558814024752,False,False,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,COORDINATE_GEOMETRY_SHIFT_FAVORED
D0-C_SAME_HIDDEN_SEQUENCE_POOLING_STUDY,A_seed3407,A,3407,SAME_CAPACITY_REFIT_PROBE_PER_VIEW,last,max,interaction,raw33.front_pressure_score,continuous,R2,0.48073755870208723,0.35519235715076314,0.18312914033683514,0.5096791714799993,True,True,False,400,80,79,"five-fold GroupKFold grouped by scenario_token; identical rows/folds/targets/ridge-logistic grid across views; paired loss CI uses 5,000 log-cluster bootstrap replicates",ego13 from frozen Stage7L ego_seq plus mask; raw33 from frozen Stage7L interaction_feat_style raw-equivalent report array,True,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,INFORMATION_RETENTION_LOSS_FAVORED
