dose,view,representation,candidate,seed,ood_metric,reference_bank,reference_q99_boundary,value_median,value_p95,value_max,row_exceedance_rate_q99,four_metric_row_ood_rate_at_least_2,frozen_rule,feature_level_normalized_range_violation_rate,formal_hypothesis_status,evidence_level
dose25,FULL,old64,old64,NOT_APPLICABLE,pca_reconstruction_error,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),0.20690819029243898,0.10034671473593905,0.16247818744102568,0.22187598051361865,0.025,0.0125,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose25,FULL,old64,old64,NOT_APPLICABLE,nearest_neighbor_distance,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),6.33800052977024,4.365538655893799,6.104934366722589,6.451131709041323,0.025,0.0125,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose25,NEIGHBOR_ABLATED,old64,old64,NOT_APPLICABLE,embedding_norm_l2_deviation,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),4.926485817351281,2.4174188402230747,3.1481129952698987,3.4842578834181346,0.0,0.0,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose25,NEIGHBOR_ABLATED,old64,old64,NOT_APPLICABLE,distance_to_r0_development_centroid,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),16.300784561828028,8.402116114891896,8.877967994837874,9.010254313832098,0.0,0.0,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose25,NEIGHBOR_ABLATED,old64,old64,NOT_APPLICABLE,pca_reconstruction_error,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),0.20690819029243898,0.10561580644540647,0.1365606772348239,0.18159769525315242,0.0,0.0,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose25,NEIGHBOR_ABLATED,old64,old64,NOT_APPLICABLE,nearest_neighbor_distance,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),6.33800052977024,3.7280871361563555,4.489073421155306,4.6667381525342835,0.0,0.0,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose50,FULL,old64,old64,NOT_APPLICABLE,embedding_norm_l2_deviation,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),4.926485817351281,1.8986453068764373,3.794478222876542,5.046482985373089,0.0125,0.025,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose50,FULL,old64,old64,NOT_APPLICABLE,distance_to_r0_development_centroid,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),16.300784561828028,8.597216789482435,11.721843860858355,15.265639299080684,0.0,0.025,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose50,FULL,old64,old64,NOT_APPLICABLE,pca_reconstruction_error,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),0.20690819029243898,0.10384027958499233,0.16171986535821373,0.2178912145342272,0.025,0.025,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose50,FULL,old64,old64,NOT_APPLICABLE,nearest_neighbor_distance,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),6.33800052977024,4.495891895344426,6.075043291819798,6.88925978322907,0.0375,0.025,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose50,NEIGHBOR_ABLATED,old64,old64,NOT_APPLICABLE,embedding_norm_l2_deviation,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),4.926485817351281,2.4389829302174117,3.149356474301088,3.494987596490823,0.0,0.0,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose50,NEIGHBOR_ABLATED,old64,old64,NOT_APPLICABLE,distance_to_r0_development_centroid,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),16.300784561828028,8.406095150819354,8.898664337994965,9.012089102283923,0.0,0.0,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose50,NEIGHBOR_ABLATED,old64,old64,NOT_APPLICABLE,pca_reconstruction_error,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),0.20690819029243898,0.10554449038415156,0.14010730231430688,0.18158681111436042,0.0,0.0,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose50,NEIGHBOR_ABLATED,old64,old64,NOT_APPLICABLE,nearest_neighbor_distance,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),6.33800052977024,3.7247741843468987,4.4430887635103735,4.666448954321453,0.0,0.0,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose75,FULL,old64,old64,NOT_APPLICABLE,embedding_norm_l2_deviation,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),4.926485817351281,1.8917387776426438,3.8097703081490812,5.046091775014624,0.0125,0.025,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose75,FULL,old64,old64,NOT_APPLICABLE,distance_to_r0_development_centroid,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),16.300784561828028,8.613763200401676,11.4807326477185,17.77784329184013,0.0125,0.025,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose75,FULL,old64,old64,NOT_APPLICABLE,pca_reconstruction_error,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),0.20690819029243898,0.10285074111254408,0.16289154517176951,0.2175202409706412,0.025,0.025,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose75,FULL,old64,old64,NOT_APPLICABLE,nearest_neighbor_distance,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),6.33800052977024,4.500000379795871,6.075658043797812,6.835974868486564,0.0375,0.025,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose75,NEIGHBOR_ABLATED,old64,old64,NOT_APPLICABLE,embedding_norm_l2_deviation,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),4.926485817351281,2.443594457335653,3.1652879937757734,3.510894179211128,0.0,0.0,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose75,NEIGHBOR_ABLATED,old64,old64,NOT_APPLICABLE,distance_to_r0_development_centroid,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),16.300784561828028,8.407885957464892,8.909810849370718,9.013081038626607,0.0,0.0,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose75,NEIGHBOR_ABLATED,old64,old64,NOT_APPLICABLE,pca_reconstruction_error,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),0.20690819029243898,0.10556443772058494,0.14281121486242893,0.18156358229076983,0.0,0.0,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose75,NEIGHBOR_ABLATED,old64,old64,NOT_APPLICABLE,nearest_neighbor_distance,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),6.33800052977024,3.7151123763526845,4.466312420642654,4.666113390139112,0.0,0.0,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,FULL,old64,old64,NOT_APPLICABLE,embedding_norm_l2_deviation,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),4.926485817351281,1.8524117298298464,3.7845574712699355,5.303787402884083,0.0125,0.025,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,FULL,old64,old64,NOT_APPLICABLE,distance_to_r0_development_centroid,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),16.300784561828028,8.615779326115083,11.489281883154444,15.274276690863855,0.0,0.025,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,FULL,old64,old64,NOT_APPLICABLE,pca_reconstruction_error,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),0.20690819029243898,0.09628080390959531,0.16267808540529455,0.21701096348581544,0.025,0.025,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,FULL,old64,old64,NOT_APPLICABLE,nearest_neighbor_distance,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),6.33800052977024,4.508452840522356,6.100491166624219,6.6828619277827075,0.025,0.025,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,NEIGHBOR_ABLATED,old64,old64,NOT_APPLICABLE,embedding_norm_l2_deviation,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),4.926485817351281,2.4499183473889445,3.1755807628973582,3.5189039444064285,0.0,0.0,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,NEIGHBOR_ABLATED,old64,old64,NOT_APPLICABLE,distance_to_r0_development_centroid,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),16.300784561828028,8.412710988629112,8.919591461808904,9.016546037949219,0.0,0.0,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,NEIGHBOR_ABLATED,old64,old64,NOT_APPLICABLE,pca_reconstruction_error,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),0.20690819029243898,0.10565867646444707,0.1470271145541272,0.18145562379802105,0.0,0.0,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,NEIGHBOR_ABLATED,old64,old64,NOT_APPLICABLE,nearest_neighbor_distance,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),6.33800052977024,3.7111108384174276,4.49704346449381,4.664826361570822,0.0,0.0,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose0,FULL,A_seed3407,A,3407,embedding_norm_l2_deviation,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),3.156033367584315,0.5984686985954166,1.6097785302715957,1.6939255083717892,0.0,0.0375,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose0,FULL,A_seed3407,A,3407,distance_to_r0_development_centroid,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),9.853176605886397,4.469895721880854,6.162051184488837,7.331084481451367,0.0,0.0375,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose0,FULL,A_seed3407,A,3407,pca_reconstruction_error,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),0.064748170679585,0.016002930655793415,0.06607920165578926,0.0998612615309162,0.075,0.0375,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose0,FULL,A_seed3407,A,3407,nearest_neighbor_distance,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),2.9440515634943574,2.0983299893015914,3.2868132282149545,3.633845796371808,0.1125,0.0375,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose0,NEIGHBOR_ABLATED,A_seed3407,A,3407,embedding_norm_l2_deviation,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),3.156033367584315,1.3158884748380038,2.1295845574744585,2.2713945779738705,0.0,0.0,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose0,NEIGHBOR_ABLATED,A_seed3407,A,3407,distance_to_r0_development_centroid,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),9.853176605886397,3.8822859099610714,4.510810390462035,4.567688306584381,0.0,0.0,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose0,NEIGHBOR_ABLATED,A_seed3407,A,3407,pca_reconstruction_error,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),0.064748170679585,0.008711703979029792,0.010230985728228819,0.010829682098287573,0.0,0.0,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose0,NEIGHBOR_ABLATED,A_seed3407,A,3407,nearest_neighbor_distance,Waymo Dynamic-v2 validation R0_DEVELOPMENT embedding bank (not represented as untouched training data),2.9440515634943574,0.617046058791136,1.1615846339986775,1.279775674559289,0.0,0.0,reference q99 per metric; raw row-level >=2/4 flag retained without inventing a condition-level aggregation threshold,NOT_APPLICABLE_NO_ENCODER_NORMALIZATION: frozen learned_encoder_input=NONE,INCONCLUSIVE_NO_FROZEN_CONDITION_LEVEL_AGGREGATION,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
