session_id,declared_outcome_exposed,reservation_or_permanent_conflict,exposure_stage,exposure_type,development_or_evaluation_use,training_use,confidence,evidence_sources,notes
2021.06.09.14.03.17_veh-12,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.06.09.14.58.55_veh-35,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.06.09.17.23.18_veh-38,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.06.09.17.37.09_veh-12,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.06.14.16.32.09_veh-35,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.06.14.16.48.02_veh-12,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.06.14.17.26.26_veh-38,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.06.14.18.33.41_veh-35,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.06.14.18.42.45_veh-12,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.06.14.19.22.11_veh-38,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.06.23.15.56.12_veh-16,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.06.23.16.54.19_veh-35,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.06.23.17.31.36_veh-16,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.06.28.15.02.02_veh-38,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.06.28.16.29.11_veh-38,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.06.28.16.57.59_veh-26,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.07.09.17.06.37_veh-35,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.07.09.20.59.12_veh-38,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.07.16.00.51.05_veh-17,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.07.16.18.06.21_veh-38,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.07.16.18.19.22_veh-35,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.07.16.20.45.29_veh-35,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.07.24.20.37.45_veh-17,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.07.24.23.50.16_veh-17,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.08.17.13.10.50_veh-08,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.08.17.13.15.12_veh-45,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.08.17.14.32.33_veh-08,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.08.17.14.45.12_veh-42,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.08.17.16.48.45_veh-43,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.08.17.16.57.11_veh-08,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.08.17.17.17.01_veh-45,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
2021.08.17.17.55.18_veh-43,true,true,MULTI_STAGE_FROZEN_AGGREGATE,DECLARED_HISTORICAL_OUTCOME_EXPOSURE;RESERVATION_OR_PERMANENT_CONFLICT,DECLARED_IN_FROZEN_AGGREGATE,UNKNOWN_NOT_SEPARATELY_MATERIALIZED,HIGH_FOR_AGGREGATE_CLASSIFICATION;STAGE_SPECIFICITY_NOT_MATERIALIZED,docs/stageR/s2_preflight/S2_Preflight_Exposure_Exclusion_Ledger_v1.json;docs/stageR/r0/manifests/r0_nuplan_historical_use_ledger_v0.1.csv,Derived from frozen identity sets only; no historical result payload was reopened.
