global_row,shard_id,local_row,split
102494,21,3063,test
75504,15,2783,test
63464,13,762,test
53158,11,471,test
152924,32,1653,test
15848,3,842,test
118408,24,3960,test
148179,31,1909,test
14765,2,4759,test
36902,7,1883,test
105315,22,883,test
120478,25,1029,test
78358,16,637,test
10899,2,893,test
77544,15,4823,test
123934,25,4485,test
97400,20,2973,test
14170,2,4164,test
79401,16,1680,test
90330,19,903,test
678,0,678,test
134856,28,3605,test
38310,7,3291,test
18979,3,3973,test
36333,7,1314,test
121608,25,2159,test
130754,27,4504,test
19911,3,4905,test
29393,5,4376,test
19913,3,4907,test
41572,8,1544,test
160858,33,4586,test
40437,8,409,test
92088,19,2661,test
21775,4,1769,test
104908,22,476,test
150919,31,4649,test
39865,7,4846,test
12595,2,2589,test
47067,9,4395,test
83043,17,313,test
119296,24,4848,test
37673,7,2654,test
70121,14,2411,test
43462,9,790,test
46672,9,4000,test
29813,5,4796,test
97258,20,2831,test
148186,31,1916,test
93505,19,4078,test
160069,33,3797,test
145907,30,4638,test
122536,25,3087,test
11998,2,1992,test
101667,21,2236,test
21230,4,1224,test
158401,33,2129,test
148506,31,2236,test
6499,1,1497,test
98759,20,4332,test
154987,32,3716,test
56860,11,4173,test
157491,33,1219,test
67417,13,4715,test
159271,33,2999,test
61593,12,3904,test
147742,31,1472,test
58596,12,907,test
99068,20,4641,test
99343,20,4916,test
33297,6,3279,test
99344,20,4917,test
129013,27,2763,test
62120,12,4431,test
14143,2,4137,test
132128,28,877,test
107899,22,3467,test
162271,34,991,test
47017,9,4345,test
49767,10,2082,test
106587,22,2155,test
8246,1,3244,test
130618,27,4368,test
10727,2,721,test
46703,9,4031,test
69038,14,1328,test
49772,10,2087,test
93503,19,4076,test
27274,5,2257,test
56988,11,4301,test
84945,18,522,test
17399,3,2393,test
143738,30,2469,test
145898,30,4629,test
1508,0,1508,test
49139,10,1454,test
119112,24,4664,test
79473,16,1752,test
46940,9,4268,test
124308,25,4859,test
101158,21,1727,test
87577,18,3154,test
60404,12,2715,test
114081,23,4642,test
150944,31,4674,test
153325,32,2054,test
124582,26,129,test
80569,16,2848,test
129428,27,3178,test
68086,14,376,test
153265,32,1994,test
154714,32,3443,test
110016,23,577,test
158768,33,2496,test
45646,9,2974,test
133372,28,2121,test
22614,4,2608,test
54830,11,2143,test
76196,15,3475,test
50296,10,2611,test
116145,24,1697,test
149189,31,2919,test
44369,9,1697,test
85137,18,714,test
28115,5,3098,test
30578,6,560,test
6346,1,1344,test
90637,19,1210,test
162151,34,871,test
101984,21,2553,test
122888,25,3439,test
12844,2,2838,test
163562,34,2282,test
121927,25,2478,test
40571,8,543,test
15896,3,890,test
151560,32,289,test
154964,32,3693,test
150637,31,4367,test
141016,29,4763,test
30697,6,679,test
139599,29,3346,test
22766,4,2760,test
162783,34,1503,test
24342,4,4336,test
142544,30,1275,test
153322,32,2051,test
104591,22,159,test
146348,31,78,test
34370,6,4352,test
90100,19,673,test
130211,27,3961,test
140184,29,3931,test
60761,12,3072,test
42878,9,206,test
88865,18,4442,test
150238,31,3968,test
148353,31,2083,test
19995,3,4989,test
31731,6,1713,test
148500,31,2230,test
55792,11,3105,test
675,0,675,test
149107,31,2837,test
55512,11,2825,test
99333,20,4906,test
69942,14,2232,test
128735,27,2485,test
91438,19,2011,test
67648,13,4946,test
28107,5,3090,test
47847,10,162,test
70520,14,2810,test
9420,1,4418,test
6633,1,1631,test
111066,23,1627,test
27878,5,2861,test
10941,2,935,test
134120,28,2869,test
88885,18,4462,test
137870,29,1617,test
65374,13,2672,test
102612,21,3181,test
46664,9,3992,test
46832,9,4160,test
65110,13,2408,test
47844,10,159,test
104281,21,4850,test
84607,18,184,test
121897,25,2448,test
150720,31,4450,test
80572,16,2851,test
133265,28,2014,test
47073,9,4401,test
102563,21,3132,test
39864,7,4845,test
73940,15,1219,test
135277,28,4026,test
150217,31,3947,test
137603,29,1350,test
40498,8,470,test
82806,17,76,test
66132,13,3430,test
143014,30,1745,test
11176,2,1170,test
79424,16,1703,test
15112,3,106,test
104250,21,4819,test
5239,1,237,test
38619,7,3600,test
47598,9,4926,test
3740,0,3740,test
114957,24,509,test
105151,22,719,test
122817,25,3368,test
48991,10,1306,test
127097,27,847,test
15897,3,891,test
159760,33,3488,test
99695,21,264,test
35347,7,328,test
17923,3,2917,test
42039,8,2011,test
901,0,901,test
33099,6,3081,test
60288,12,2599,test
3268,0,3268,test
7862,1,2860,test
102943,21,3512,test
131847,28,596,test
60848,12,3159,test
22610,4,2604,test
9694,1,4692,test
102645,21,3214,test
38167,7,3148,test
716,0,716,test
5731,1,729,test
138015,29,1762,test
79957,16,2236,test
7571,1,2569,test
102879,21,3448,test
12812,2,2806,test
40394,8,366,test
160562,33,4290,test
63152,13,450,test
74174,15,1453,test
11547,2,1541,test
157493,33,1221,test
57458,11,4771,test
29267,5,4250,test
79091,16,1370,test
88503,18,4080,test
162270,34,990,test
7614,1,2612,test
11536,2,1530,test
118306,24,3858,test
38404,7,3385,test
68578,14,868,test
26780,5,1763,test
140173,29,3920,test
24661,4,4655,test
53046,11,359,test
128161,27,1911,test
132816,28,1565,test
12606,2,2600,test
54807,11,2120,test
46853,9,4181,test
141757,30,488,test
26171,5,1154,test
42360,8,2332,test
146241,30,4972,test
110684,23,1245,test
76156,15,3435,test
89056,18,4633,test
34355,6,4337,test
5475,1,473,test
113668,23,4229,test
133087,28,1836,test
124160,25,4711,test
34696,6,4678,test
11530,2,1524,test
43505,9,833,test
134429,28,3178,test
10018,2,12,test
114478,24,30,test
138437,29,2184,test
113198,23,3759,test
119708,25,259,test
73199,15,478,test
52778,11,91,test
54537,11,1850,test
16168,3,1162,test
163743,34,2463,test
57711,12,22,test
115473,24,1025,test
32570,6,2552,test
145991,30,4722,test
137244,29,991,test
79956,16,2235,test
132606,28,1355,test
146502,31,232,test
68482,14,772,test
124222,25,4773,test
137118,29,865,test
54153,11,1466,test
11085,2,1079,test
154331,32,3060,test
14082,2,4076,test
11556,2,1550,test
65373,13,2671,test
122812,25,3363,test
109502,23,63,test
37400,7,2381,test
12627,2,2621,test
52382,10,4697,test
24013,4,4007,test
87583,18,3160,test
40353,8,325,test
31159,6,1141,test
48627,10,942,test
89670,19,243,test
110025,23,586,test
147890,31,1620,test
35044,7,25,test
67316,13,4614,test
150931,31,4661,test
17402,3,2396,test
69101,14,1391,test
109370,22,4938,test
2606,0,2606,test
136086,28,4835,test
92830,19,3403,test
136745,29,492,test
31896,6,1878,test
102558,21,3127,test
121822,25,2373,test
34822,6,4804,test
130939,27,4689,test
53418,11,731,test
44512,9,1840,test
129344,27,3094,test
53129,11,442,test
88188,18,3765,test
160837,33,4565,test
92084,19,2657,test
94454,20,27,test
10214,2,208,test
11672,2,1666,test
154836,32,3565,test
98640,20,4213,test
93872,19,4445,test
99106,20,4679,test
155131,32,3860,test
94012,19,4585,test
117532,24,3084,test
68479,14,769,test
161592,34,312,test
25452,5,435,test
7699,1,2697,test
81064,16,3343,test
109507,23,68,test
70636,14,2926,test
69663,14,1953,test
44366,9,1694,test
40245,8,217,test
71827,14,4117,test
150576,31,4306,test
112223,23,2784,test
17330,3,2324,test
95309,20,882,test
54536,11,1849,test
139522,29,3269,test
114958,24,510,test
41825,8,1797,test
68575,14,865,test
90408,19,981,test
58087,12,398,test
148184,31,1914,test
82300,16,4579,test
82460,16,4739,test
124457,26,4,test
43933,9,1261,test
34368,6,4350,test
100236,21,805,test
51221,10,3536,test
73752,15,1031,test
60258,12,2569,test
135646,28,4395,test
7616,1,2614,test
50904,10,3219,test
109483,23,44,test
75722,15,3001,test
34599,6,4581,test
34600,6,4582,test
54784,11,2097,test
322,0,322,test
150211,31,3941,test
162807,34,1527,test
69919,14,2209,test
104279,21,4848,test
50052,10,2367,test
144665,30,3396,test
122364,25,2915,test
109795,23,356,test
128083,27,1833,test
104252,21,4821,test
26308,5,1291,test
34357,6,4339,test
95761,20,1334,test
83244,17,514,test
44903,9,2231,test
46701,9,4029,test
11929,2,1923,test
53076,11,389,test
154128,32,2857,test
25896,5,879,test
2961,0,2961,test
143375,30,2106,test
36652,7,1633,test
3270,0,3270,test
38803,7,3784,test
41225,8,1197,test
198,0,198,test
76582,15,3861,test
118175,24,3727,test
164408,34,3128,test
8244,1,3242,test
28724,5,3707,test
84938,18,515,test
125866,26,1413,test
140886,29,4633,test
154834,32,3563,test
76027,15,3306,test
41826,8,1798,test
25473,5,456,test
115056,24,608,test
76789,15,4068,test
42356,8,2328,test
154470,32,3199,test
31188,6,1170,test
121406,25,1957,test
102731,21,3300,test
127865,27,1615,test
11089,2,1083,test
75127,15,2406,test
116055,24,1607,test
40580,8,552,test
71658,14,3948,test
58106,12,417,test
36508,7,1489,test
70234,14,2524,test
85213,18,790,test
1409,0,1409,test
13499,2,3493,test
65503,13,2801,test
147891,31,1621,test
63643,13,941,test
42264,8,2236,test
11535,2,1529,test
71980,14,4270,test
89656,19,229,test
86575,18,2152,test
9827,1,4825,test
105715,22,1283,test
12828,2,2822,test
81993,16,4272,test
105311,22,879,test
148703,31,2433,test
80526,16,2805,test
111615,23,2176,test
11339,2,1333,test
164130,34,2850,test
133236,28,1985,test
127059,27,809,test
89161,18,4738,test
145231,30,3962,test
117748,24,3300,test
132031,28,780,test
153730,32,2459,test
28598,5,3581,test
123377,25,3928,test
158132,33,1860,test
109269,22,4837,test
43892,9,1220,test
79967,16,2246,test
12420,2,2414,test
58099,12,410,test
163565,34,2285,test
61953,12,4264,test
93507,19,4080,test
36528,7,1509,test
67932,14,222,test
27626,5,2609,test
83192,17,462,test
160074,33,3802,test
150764,31,4494,test
26162,5,1145,test
149887,31,3617,test
133837,28,2586,test
20281,4,275,test
132876,28,1625,test
10726,2,720,test
124459,26,6,test
80071,16,2350,test
85260,18,837,test
83282,17,552,test
65671,13,2969,test
157799,33,1527,test
8547,1,3545,test
103685,21,4254,test
29891,5,4874,test
50890,10,3205,test
36007,7,988,test
48625,10,940,test
132603,28,1352,test
19896,3,4890,test
103365,21,3934,test
48209,10,524,test
131717,28,466,test
13703,2,3697,test
161490,34,210,test
162363,34,1083,test
46702,9,4030,test
147790,31,1520,test
2968,0,2968,test
138511,29,2258,test
110501,23,1062,test
125760,26,1307,test
74048,15,1327,test
66377,13,3675,test
163909,34,2629,test
75348,15,2627,test
14089,2,4083,test
126219,26,1766,test
60747,12,3058,test
138331,29,2078,test
98635,20,4208,test
160082,33,3810,test
15443,3,437,test
5412,1,410,test
121898,25,2449,test
162043,34,763,test
75213,15,2492,test
88854,18,4431,test
121823,25,2374,test
158793,33,2521,test
47597,9,4925,test
154710,32,3439,test
115338,24,890,test
80522,16,2801,test
102880,21,3449,test
132775,28,1524,test
111237,23,1798,test
69945,14,2235,test
132403,28,1152,test
160830,33,4558,test
33420,6,3402,test
43089,9,417,test
73192,15,471,test
68760,14,1050,test
162359,34,1079,test
136262,29,9,test
154639,32,3368,test
12600,2,2594,test
30199,6,181,test
127759,27,1509,test
108315,22,3883,test
109499,23,60,test
37395,7,2376,test
13949,2,3943,test
154252,32,2981,test
163975,34,2695,test
156910,33,638,test
21767,4,1761,test
12607,2,2601,test
90299,19,872,test
62079,12,4390,test
140178,29,3925,test
132163,28,912,test
3739,0,3739,test
38810,7,3791,test
53562,11,875,test
29634,5,4617,test
66357,13,3655,test
52004,10,4319,test
38627,7,3608,test
108009,22,3577,test
62987,13,285,test
50897,10,3212,test
74566,15,1845,test
144200,30,2931,test
57166,11,4479,test
37641,7,2622,test
113728,23,4289,test
23760,4,3754,test
13491,2,3485,test
142762,30,1493,test
370,0,370,test
29815,5,4798,test
146234,30,4965,test
132034,28,783,test
91748,19,2321,test
66779,13,4077,test
108914,22,4482,test
37669,7,2650,test
66767,13,4065,test
128736,27,2486,test
79100,16,1379,test
157893,33,1621,test
87747,18,3324,test
105493,22,1061,test
26165,5,1148,test
145905,30,4636,test
152433,32,1162,test
44364,9,1692,test
143739,30,2470,test
124517,26,64,test
29631,5,4614,test
81980,16,4259,test
54762,11,2075,test
42030,8,2002,test
109508,23,69,test
32039,6,2021,test
26281,5,1264,test
38891,7,3872,test
89453,19,26,test
50567,10,2882,test
88155,18,3732,test
87405,18,2982,test
95026,20,599,test
2889,0,2889,test
65896,13,3194,test
121519,25,2070,test
32094,6,2076,test
144205,30,2936,test
93263,19,3836,test
20041,4,35,test
76761,15,4040,test
7856,1,2854,test
43512,9,840,test
113271,23,3832,test
14090,2,4084,test
100818,21,1387,test
109525,23,86,test
143495,30,2226,test
56733,11,4046,test
159292,33,3020,test
116729,24,2281,test
102646,21,3215,test
121609,25,2160,test
119915,25,466,test
40534,8,506,test
99336,20,4909,test
42105,8,2077,test
55863,11,3176,test
84966,18,543,test
158829,33,2557,test
111071,23,1632,test
94954,20,527,test
79149,16,1428,test
33157,6,3139,test
126122,26,1669,test
116889,24,2441,test
111228,23,1789,test
56268,11,3581,test
82977,17,247,test
163772,34,2492,test
156580,33,308,test
79888,16,2167,test
164415,34,3135,test
86573,18,2150,test
84570,18,147,test
117636,24,3188,test
105139,22,707,test
2175,0,2175,test
164707,34,3427,test
119161,24,4713,test
122372,25,2923,test
79079,16,1358,test
15411,3,405,test
33473,6,3455,test
70513,14,2803,test
52777,11,90,test
6655,1,1653,test
132811,28,1560,test
121408,25,1959,test
49681,10,1996,test
26169,5,1152,test
101977,21,2546,test
68637,14,927,test
54114,11,1427,test
12000,2,1994,test
93297,19,3870,test
90036,19,609,test
96074,20,1647,test
143499,30,2230,test
110457,23,1018,test
28151,5,3134,test
11555,2,1549,test
154633,32,3362,test
155243,32,3972,test
81987,16,4266,test
138538,29,2285,test
90647,19,1220,test
129012,27,2762,test
48638,10,953,test
110632,23,1193,test
136573,29,320,test
160073,33,3801,test
82476,16,4755,test
109762,23,323,test
119478,25,29,test
15146,3,140,test
73943,15,1222,test
121518,25,2069,test
47553,9,4881,test
96001,20,1574,test
14953,2,4947,test
76835,15,4114,test
163296,34,2016,test
101084,21,1653,test
81868,16,4147,test
108684,22,4252,test
81061,16,3340,test
98038,20,3611,test
117745,24,3297,test
65271,13,2569,test
81491,16,3770,test
134123,28,2872,test
62190,12,4501,test
60278,12,2589,test
119918,25,469,test
27395,5,2378,test
156856,33,584,test
11649,2,1643,test
88677,18,4254,test
54780,11,2093,test
83751,17,1021,test
76579,15,3858,test
98679,20,4252,test
104914,22,482,test
160835,33,4563,test
33751,6,3733,test
145292,30,4023,test
146384,31,114,test
115472,24,1024,test
93327,19,3900,test
150719,31,4449,test
151558,32,287,test
53595,11,908,test
13955,2,3949,test
20585,4,579,test
81387,16,3666,test
11534,2,1528,test
38753,7,3734,test
99329,20,4902,test
155218,32,3947,test
88760,18,4337,test
152428,32,1157,test
47916,10,231,test
17090,3,2084,test
52422,10,4737,test
135265,28,4014,test
80079,16,2358,test
150235,31,3965,test
52330,10,4645,test
159459,33,3187,test
56365,11,3678,test
17470,3,2464,test
28436,5,3419,test
18084,3,3078,test
2962,0,2962,test
60267,12,2578,test
131866,28,615,test
119746,25,297,test
150580,31,4310,test
122954,25,3505,test
57167,11,4480,test
131499,28,248,test
46192,9,3520,test
51101,10,3416,test
105880,22,1448,test
27521,5,2504,test
140180,29,3927,test
59464,12,1775,test
81934,16,4213,test
14174,2,4168,test
152760,32,1489,test
64163,13,1461,test
319,0,319,test
54809,11,2122,test
87259,18,2836,test
2180,0,2180,test
152763,32,1492,test
76025,15,3304,test
28649,5,3632,test
54542,11,1855,test
68066,14,356,test
29385,5,4368,test
160834,33,4562,test
79075,16,1354,test
97264,20,2837,test
88511,18,4088,test
36912,7,1893,test
156581,33,309,test
3773,0,3773,test
17030,3,2024,test
114146,23,4707,test
67674,13,4972,test
43907,9,1235,test
99335,20,4908,test
15111,3,105,test
91423,19,1996,test
102084,21,2653,test
133879,28,2628,test
44935,9,2263,test
63574,13,872,test
123195,25,3746,test
43021,9,349,test
97783,20,3356,test
77357,15,4636,test
46251,9,3579,test
46730,9,4058,test
69915,14,2205,test
52431,10,4746,test
22313,4,2307,test
65239,13,2537,test
61095,12,3406,test
58265,12,576,test
61939,12,4250,test
7570,1,2568,test
12542,2,2536,test
17284,3,2278,test
19987,3,4981,test
92409,19,2982,test
135990,28,4739,test
106552,22,2120,test
140876,29,4623,test
90810,19,1383,test
159279,33,3007,test
119916,25,467,test
12838,2,2832,test
19148,3,4142,test
6979,1,1977,test
65108,13,2406,test
70339,14,2629,test
113669,23,4230,test
97257,20,2830,test
158861,33,2589,test
29725,5,4708,test
29810,5,4793,test
144516,30,3247,test
136304,29,51,test
137609,29,1356,test
98678,20,4251,test
63890,13,1188,test
13058,2,3052,test
38620,7,3601,test
47010,9,4338,test
57499,11,4812,test
151981,32,710,test
150578,31,4308,test
53597,11,910,test
58678,12,989,test
87507,18,3084,test
116345,24,1897,test
39866,7,4847,test
132780,28,1529,test
107318,22,2886,test
105711,22,1279,test
163911,34,2631,test
22441,4,2435,test
11340,2,1334,test
70645,14,2935,test
31456,6,1438,test
109640,23,201,test
118409,24,3961,test
99046,20,4619,test
62076,12,4387,test
137839,29,1586,test
83752,17,1022,test
132610,28,1359,test
75136,15,2415,test
67419,13,4717,test
45303,9,2631,test
116028,24,1580,test
107316,22,2884,test
49684,10,1999,test
33654,6,3636,test
20617,4,611,test
145232,30,3963,test
74049,15,1328,test
960,0,960,test
56447,11,3760,test
94784,20,357,test
136856,29,603,test
121411,25,1962,test
57873,12,184,test
48896,10,1211,test
29946,5,4929,test
155240,32,3969,test
107499,22,3067,test
76767,15,4046,test
93761,19,4334,test
157709,33,1437,test
122721,25,3272,test
83251,17,521,test
9176,1,4174,test
112174,23,2735,test
147786,31,1516,test
144030,30,2761,test
146424,31,154,test
52798,11,111,test
101975,21,2544,test
30381,6,363,test
62673,12,4984,test
135994,28,4743,test
36099,7,1080,test
66356,13,3654,test
54831,11,2144,test
106948,22,2516,test
97146,20,2719,test
68793,14,1083,test
70758,14,3048,test
82299,16,4578,test
127780,27,1530,test
97241,20,2814,test
62073,12,4384,test
143377,30,2108,test
48573,10,888,test
152476,32,1205,test
17492,3,2486,test
113670,23,4231,test
12651,2,2645,test
66845,13,4143,test
97745,20,3318,test
59606,12,1917,test
1414,0,1414,test
96964,20,2537,test
119285,24,4837,test
6639,1,1637,test
49855,10,2170,test
84610,18,187,test
142733,30,1464,test
91938,19,2511,test
121799,25,2350,test
7321,1,2319,test
147787,31,1517,test
88976,18,4553,test
130429,27,4179,test
13937,2,3931,test
53985,11,1298,test
149190,31,2920,test
102086,21,2655,test
109517,23,78,test
42874,9,202,test
155697,32,4426,test
52428,10,4743,test
3463,0,3463,test
10247,2,241,test
41564,8,1536,test
108510,22,4078,test
146425,31,155,test
63440,13,738,test
56766,11,4079,test
67322,13,4620,test
151556,32,285,test
47199,9,4527,test
84748,18,325,test
78921,16,1200,test
36070,7,1051,test
126457,27,207,test
88844,18,4421,test
101698,21,2267,test
85418,18,995,test
58242,12,553,test
124422,25,4973,test
146884,31,614,test
18427,3,3421,test
57671,11,4984,test
130397,27,4147,test
70506,14,2796,test
146190,30,4921,test
60692,12,3003,test
15566,3,560,test
79471,16,1750,test
132683,28,1432,test
53980,11,1293,test
151493,32,222,test
64161,13,1459,test
57041,11,4354,test
132407,28,1156,test
37601,7,2582,test
15151,3,145,test
48544,10,859,test
32607,6,2589,test
87225,18,2802,test
128506,27,2256,test
102889,21,3458,test
94011,19,4584,test
153276,32,2005,test
163775,34,2495,test
136002,28,4751,test
1412,0,1412,test
164416,34,3136,test
99070,20,4643,test
132611,28,1360,test
33674,6,3656,test
103361,21,3930,test
119912,25,463,test
154953,32,3682,test
10015,2,9,test
154805,32,3534,test
70634,14,2924,test
27625,5,2608,test
82325,16,4604,test
17332,3,2326,test
60755,12,3066,test
43939,9,1267,test
146887,31,617,test
124326,25,4877,test
10900,2,894,test
29554,5,4537,test
56460,11,3773,test
162361,34,1081,test
48641,10,956,test
155326,32,4055,test
130431,27,4181,test
20040,4,34,test
110641,23,1202,test
128162,27,1912,test
62468,12,4779,test
133266,28,2015,test
79369,16,1648,test
2609,0,2609,test
88866,18,4443,test
153445,32,2174,test
142188,30,919,test
11087,2,1081,test
88953,18,4530,test
96888,20,2461,test
111616,23,2177,test
110639,23,1200,test
92125,19,2698,test
26283,5,1266,test
74175,15,1454,test
66145,13,3443,test
157695,33,1423,test
23369,4,3363,test
98711,20,4284,test
48375,10,690,test
19888,3,4882,test
73737,15,1016,test
132681,28,1430,test
122712,25,3263,test
61712,12,4023,test
160077,33,3805,test
65673,13,2971,test
81358,16,3637,test
63575,13,873,test
58351,12,662,test
89177,18,4754,test
965,0,965,test
153941,32,2670,test
140468,29,4215,test
111955,23,2516,test
102617,21,3186,test
96730,20,2303,test
114588,24,140,test
89658,19,231,test
135523,28,4272,test
83307,17,577,test
143217,30,1948,test
19528,3,4522,test
69808,14,2098,test
135708,28,4457,test
73194,15,473,test
163746,34,2466,test
79142,16,1421,test
26042,5,1025,test
106643,22,2211,test
118414,24,3966,test
121962,25,2513,test
27433,5,2416,test
112093,23,2654,test
38798,7,3779,test
63462,13,760,test
21222,4,1216,test
75627,15,2906,test
143736,30,2467,test
128456,27,2206,test
20730,4,724,test
157711,33,1439,test
59170,12,1481,test
102532,21,3101,test
86672,18,2249,test
121625,25,2176,test
163781,34,2501,test
140169,29,3916,test
73751,15,1030,test
38807,7,3788,test
99340,20,4913,test
83290,17,560,test
40102,8,74,test
125831,26,1378,test
22316,4,2310,test
34313,6,4295,test
60536,12,2847,test
50892,10,3207,test
86309,18,1886,test
59463,12,1774,test
63337,13,635,test
141418,30,149,test
31318,6,1300,test
156398,33,126,test
79245,16,1524,test
3723,0,3723,test
60968,12,3279,test
94938,20,511,test
38908,7,3889,test
104486,22,54,test
154708,32,3437,test
25249,5,232,test
42040,8,2012,test
98910,20,4483,test
34521,6,4503,test
102608,21,3177,test
139037,29,2784,test
18171,3,3165,test
86011,18,1588,test
69386,14,1676,test
163289,34,2009,test
73175,15,454,test
65270,13,2568,test
56363,11,3676,test
101794,21,2363,test
44535,9,1863,test
6497,1,1495,test
91424,19,1997,test
65684,13,2982,test
152917,32,1646,test
26434,5,1417,test
95784,20,1357,test
54776,11,2089,test
3391,0,3391,test
160609,33,4337,test
63893,13,1191,test
10893,2,887,test
69950,14,2240,test
111645,23,2206,test
159299,33,3027,test
85585,18,1162,test
62074,12,4385,test
81182,16,3461,test
90641,19,1214,test
154693,32,3422,test
112171,23,2732,test
107083,22,2651,test
54538,11,1851,test
159462,33,3190,test
899,0,899,test
58088,12,399,test
158298,33,2026,test
53729,11,1042,test
47079,9,4407,test
34727,6,4709,test
111743,23,2304,test
80570,16,2849,test
84806,18,383,test
1505,0,1505,test
31838,6,1820,test
113197,23,3758,test
53080,11,393,test
121868,25,2419,test
42064,8,2036,test
145291,30,4022,test
154962,32,3691,test
108516,22,4084,test
157374,33,1102,test
22439,4,2433,test
122732,25,3283,test
102562,21,3131,test
12544,2,2538,test
52785,11,98,test
76046,15,3325,test
102942,21,3511,test
29550,5,4533,test
108774,22,4342,test
44365,9,1693,test
55522,11,2835,test
15893,3,887,test
17093,3,2087,test
57170,11,4483,test
21225,4,1219,test
79101,16,1380,test
109,0,109,test
126524,27,274,test
148361,31,2091,test
162223,34,943,test
710,0,710,test
95561,20,1134,test
13608,2,3602,test
127148,27,898,test
109524,23,85,test
16175,3,1169,test
18761,3,3755,test
92719,19,3292,test
134722,28,3471,test
136994,29,741,test
108769,22,4337,test
99585,21,154,test
106553,22,2121,test
47062,9,4390,test
117393,24,2945,test
142565,30,1296,test
29073,5,4056,test
110287,23,848,test
44786,9,2114,test
13221,2,3215,test
28145,5,3128,test
152640,32,1369,test
136440,29,187,test
151730,32,459,test
19910,3,4904,test
136287,29,34,test
112301,23,2862,test
59082,12,1393,test
28645,5,3628,test
79076,16,1355,test
58108,12,419,test
52800,11,113,test
56604,11,3917,test
54115,11,1428,test
12596,2,2590,test
96100,20,1673,test
150239,31,3969,test
17362,3,2356,test
162733,34,1453,test
110,0,110,test
122374,25,2925,test
88174,18,3751,test
54811,11,2124,test
58606,12,917,test
62188,12,4499,test
74118,15,1397,test
144668,30,3399,test
124518,26,65,test
160998,33,4726,test
81994,16,4273,test
133149,28,1898,test
161489,34,209,test
98686,20,4259,test
127587,27,1337,test
93266,19,3839,test
69829,14,2119,test
78362,16,641,test
121830,25,2381,test
63157,13,455,test
147514,31,1244,test
99342,20,4915,test
151018,31,4748,test
130215,27,3965,test
156725,33,453,test
110738,23,1299,test
119488,25,39,test
63897,13,1195,test
103276,21,3845,test
48824,10,1139,test
56102,11,3415,test
159956,33,3684,test
159546,33,3274,test
