global_row,shard_id,local_row,split
159274,33,3002,test
17751,3,2745,test
125864,26,1411,test
110816,23,1377,test
103690,21,4259,test
68134,14,424,test
127347,27,1097,test
42370,8,2342,test
83741,17,1011,test
53602,11,915,test
29025,5,4008,test
124412,25,4963,test
122811,25,3362,test
93821,19,4394,test
158824,33,2552,test
41570,8,1542,test
69389,14,1679,test
14644,2,4638,test
136352,29,99,test
610,0,610,test
122731,25,3282,test
77905,16,184,test
102,0,102,test
73938,15,1217,test
158131,33,1859,test
59620,12,1931,test
9644,1,4642,test
133683,28,2432,test
92208,19,2781,test
128080,27,1830,test
128473,27,2223,test
104282,21,4851,test
162019,34,739,test
87960,18,3537,test
32480,6,2462,test
164692,34,3412,test
99053,20,4626,test
46849,9,4177,test
39605,7,4586,test
58349,12,660,test
90753,19,1326,test
47011,9,4339,test
98758,20,4331,test
20058,4,52,test
57039,11,4352,test
92277,19,2850,test
39606,7,4587,test
76994,15,4273,test
31315,6,1297,test
88683,18,4260,test
60618,12,2929,test
88210,18,3787,test
709,0,709,test
66782,13,4080,test
56262,11,3575,test
6638,1,1636,test
158133,33,1861,test
71175,14,3465,test
57543,11,4856,test
96729,20,2302,test
137154,29,901,test
153326,32,2055,test
64665,13,1963,test
107040,22,2608,test
137690,29,1437,test
86503,18,2080,test
90332,19,905,test
121824,25,2375,test
101696,21,2265,test
98839,20,4412,test
37639,7,2620,test
71226,14,3516,test
126286,27,36,test
130940,27,4690,test
37637,7,2618,test
104481,22,49,test
43770,9,1098,test
54510,11,1823,test
112250,23,2811,test
71210,14,3500,test
18501,3,3495,test
162324,34,1044,test
66843,13,4141,test
12846,2,2840,test
133034,28,1783,test
116283,24,1835,test
102561,21,3130,test
17757,3,2751,test
97375,20,2948,test
110677,23,1238,test
82435,16,4714,test
12634,2,2628,test
63573,13,871,test
73198,15,477,test
109225,22,4793,test
134756,28,3505,test
120745,25,1296,test
60287,12,2598,test
163185,34,1905,test
28581,5,3564,test
32040,6,2022,test
28149,5,3132,test
70116,14,2406,test
58281,12,592,test
89919,19,492,test
62401,12,4712,test
22761,4,2755,test
89162,18,4739,test
3269,0,3269,test
900,0,900,test
160067,33,3795,test
47061,9,4389,test
132617,28,1366,test
115142,24,694,test
67669,13,4967,test
129174,27,2924,test
60300,12,2611,test
128086,27,1836,test
25451,5,434,test
51100,10,3415,test
132409,28,1158,test
158300,33,2028,test
66019,13,3317,test
78828,16,1107,test
137610,29,1357,test
46907,9,4235,test
60456,12,2767,test
123196,25,3747,test
41569,8,1541,test
4427,0,4427,test
40323,8,295,test
88156,18,3733,test
153924,32,2653,test
91415,19,1988,test
156832,33,560,test
147083,31,813,test
37607,7,2588,test
98037,20,3610,test
74057,15,1336,test
60240,12,2551,test
136079,28,4828,test
14955,2,4949,test
149277,31,3007,test
144228,30,2959,test
49174,10,1489,test
13945,2,3939,test
142110,30,841,test
147738,31,1468,test
143496,30,2227,test
133018,28,1767,test
51937,10,4252,test
130934,27,4684,test
103510,21,4079,test
163778,34,2498,test
138539,29,2286,test
18329,3,3323,test
144027,30,2758,test
8306,1,3304,test
48378,10,693,test
94000,19,4573,test
126452,27,202,test
21425,4,1419,test
75251,15,2530,test
81815,16,4094,test
80135,16,2414,test
61482,12,3793,test
5322,1,320,test
26781,5,1764,test
153922,32,2651,test
117172,24,2724,test
13147,2,3141,test
105902,22,1470,test
43690,9,1018,test
156067,32,4796,test
84074,17,1344,test
3669,0,3669,test
20043,4,37,test
111204,23,1765,test
155437,32,4166,test
42067,8,2039,test
137605,29,1352,test
124694,26,241,test
131708,28,457,test
125141,26,688,test
149505,31,3235,test
9638,1,4636,test
54159,11,1472,test
15762,3,756,test
52434,10,4749,test
12650,2,2644,test
73762,15,1041,test
135514,28,4263,test
57044,11,4357,test
77457,15,4736,test
127039,27,789,test
19623,3,4617,test
11745,2,1739,test
142496,30,1227,test
98579,20,4152,test
60973,12,3284,test
53419,11,732,test
143707,30,2438,test
33476,6,3458,test
102877,21,3446,test
52433,10,4748,test
106583,22,2151,test
98034,20,3607,test
5017,1,15,test
134857,28,3606,test
114182,23,4743,test
8015,1,3013,test
150131,31,3861,test
76763,15,4042,test
121620,25,2171,test
106115,22,1683,test
105133,22,701,test
29539,5,4522,test
9731,1,4729,test
124695,26,242,test
34354,6,4336,test
114183,23,4744,test
143498,30,2229,test
11840,2,1834,test
156066,32,4795,test
38318,7,3299,test
7705,1,2703,test
49679,10,1994,test
55143,11,2456,test
134473,28,3222,test
111203,23,1764,test
26204,5,1187,test
146189,30,4920,test
119748,25,299,test
137286,29,1033,test
101989,21,2558,test
14957,2,4951,test
147743,31,1473,test
162798,34,1518,test
89167,18,4744,test
90707,19,1280,test
18430,3,3424,test
109495,23,56,test
5414,1,412,test
57379,11,4692,test
102890,21,3459,test
7268,1,2266,test
47070,9,4398,test
150934,31,4664,test
145902,30,4633,test
92141,19,2714,test
31104,6,1086,test
2546,0,2546,test
62193,12,4504,test
35043,7,24,test
56463,11,3776,test
105144,22,712,test
88591,18,4168,test
149859,31,3589,test
121836,25,2387,test
7491,1,2489,test
56859,11,4172,test
132136,28,885,test
114794,24,346,test
90640,19,1213,test
162731,34,1451,test
12647,2,2641,test
98133,20,3706,test
15563,3,557,test
194,0,194,test
67413,13,4711,test
136290,29,37,test
73195,15,474,test
66784,13,4082,test
102496,21,3065,test
29805,5,4788,test
81319,16,3598,test
14859,2,4853,test
115873,24,1425,test
131494,28,243,test
59621,12,1932,test
20039,4,33,test
59773,12,2084,test
54835,11,2148,test
163405,34,2125,test
10219,2,213,test
54074,11,1387,test
41224,8,1196,test
71389,14,3679,test
40051,8,23,test
92329,19,2902,test
93299,19,3872,test
54641,11,1954,test
124731,26,278,test
163830,34,2550,test
148190,31,1920,test
66764,13,4062,test
22763,4,2757,test
59613,12,1924,test
141414,30,145,test
133092,28,1841,test
118891,24,4443,test
160979,33,4707,test
104911,22,479,test
71981,14,4271,test
7269,1,2267,test
140880,29,4627,test
60751,12,3062,test
6744,1,1742,test
46495,9,3823,test
65669,13,2967,test
2370,0,2370,test
76785,15,4064,test
76815,15,4094,test
68071,14,361,test
154696,32,3425,test
19886,3,4880,test
129773,27,3523,test
99169,20,4742,test
148668,31,2398,test
157884,33,1612,test
150817,31,4547,test
87994,18,3571,test
109634,23,195,test
157301,33,1029,test
60279,12,2590,test
81495,16,3774,test
139604,29,3351,test
27380,5,2363,test
61177,12,3488,test
40351,8,323,test
57740,12,51,test
103849,21,4418,test
69390,14,1680,test
58600,12,911,test
25490,5,473,test
73937,15,1216,test
92876,19,3449,test
54964,11,2277,test
33416,6,3398,test
94247,19,4820,test
37642,7,2623,test
57864,12,175,test
127133,27,883,test
3239,0,3239,test
107471,22,3039,test
105303,22,871,test
13708,2,3702,test
84114,17,1384,test
4789,0,4789,test
79399,16,1678,test
52781,11,94,test
149416,31,3146,test
73613,15,892,test
13709,2,3703,test
37602,7,2583,test
138534,29,2281,test
12843,2,2837,test
97222,20,2795,test
110944,23,1505,test
135744,28,4493,test
50905,10,3220,test
31074,6,1056,test
47560,9,4888,test
50302,10,2617,test
43889,9,1217,test
36069,7,1050,test
108696,22,4264,test
98036,20,3609,test
108234,22,3802,test
152647,32,1376,test
131707,28,456,test
132609,28,1358,test
76987,15,4266,test
14857,2,4851,test
23093,4,3087,test
2605,0,2605,test
115588,24,1140,test
135783,28,4532,test
1499,0,1499,test
88975,18,4552,test
157305,33,1033,test
18165,3,3159,test
113753,23,4314,test
18496,3,3490,test
63564,13,862,test
130620,27,4370,test
136655,29,402,test
132183,28,932,test
63174,13,472,test
93564,19,4137,test
144031,30,2762,test
3613,0,3613,test
28646,5,3629,test
65076,13,2374,test
156845,33,573,test
124231,25,4782,test
29552,5,4535,test
136437,29,184,test
81321,16,3600,test
119165,24,4717,test
64197,13,1495,test
122128,25,2679,test
102566,21,3135,test
11255,2,1249,test
19505,3,4499,test
146243,30,4974,test
87532,18,3109,test
95213,20,786,test
135443,28,4192,test
37324,7,2305,test
21423,4,1417,test
82616,16,4895,test
110286,23,847,test
132135,28,884,test
5708,1,706,test
99580,21,149,test
17425,3,2419,test
28108,5,3091,test
926,0,926,test
66766,13,4064,test
164411,34,3131,test
96069,20,1642,test
40642,8,614,test
103509,21,4078,test
102495,21,3064,test
10017,2,11,test
109520,23,81,test
28033,5,3016,test
151984,32,713,test
51361,10,3676,test
65893,13,3191,test
102881,21,3450,test
80527,16,2806,test
105147,22,715,test
95786,20,1359,test
36514,7,1495,test
110029,23,590,test
113512,23,4073,test
102989,21,3558,test
144137,30,2868,test
2371,0,2371,test
152920,32,1649,test
138535,29,2282,test
130824,27,4574,test
26803,5,1786,test
42481,8,2453,test
130669,27,4419,test
62186,12,4497,test
13712,2,3706,test
5077,1,75,test
84964,18,541,test
12810,2,2804,test
142728,30,1459,test
102540,21,3109,test
62469,12,4780,test
124413,25,4964,test
34686,6,4668,test
70647,14,2937,test
47551,9,4879,test
34052,6,4034,test
47013,9,4341,test
66146,13,3444,test
146429,31,159,test
73807,15,1086,test
149276,31,3006,test
152758,32,1487,test
98580,20,4153,test
161,0,161,test
29381,5,4364,test
44930,9,2258,test
62187,12,4498,test
61371,12,3682,test
105140,22,708,test
25205,5,188,test
60862,12,3173,test
97664,20,3237,test
143776,30,2507,test
116054,24,1606,test
53312,11,625,test
12479,2,2473,test
34710,6,4692,test
37320,7,2301,test
28392,5,3375,test
78363,16,642,test
160839,33,4567,test
30328,6,310,test
37047,7,2028,test
41352,8,1324,test
160013,33,3741,test
54037,11,1350,test
133148,28,1897,test
116732,24,2284,test
147515,31,1245,test
53415,11,728,test
98685,20,4258,test
107988,22,3556,test
124161,25,4712,test
157494,33,1222,test
53645,11,958,test
151220,31,4950,test
103359,21,3928,test
131245,27,4995,test
75882,15,3161,test
27278,5,2261,test
75682,15,2961,test
90104,19,677,test
149267,31,2997,test
57778,12,89,test
25478,5,461,test
54033,11,1346,test
79148,16,1427,test
59988,12,2299,test
2896,0,2896,test
52331,10,4646,test
554,0,554,test
83755,17,1025,test
27269,5,2252,test
134755,28,3504,test
136854,29,601,test
82978,17,248,test
66386,13,3684,test
52890,11,203,test
4863,0,4863,test
66790,13,4088,test
102497,21,3066,test
90638,19,1211,test
89918,19,491,test
10421,2,415,test
38626,7,3607,test
14320,2,4314,test
119878,25,429,test
135707,28,4456,test
9729,1,4727,test
80573,16,2852,test
40578,8,550,test
147948,31,1678,test
128072,27,1822,test
104829,22,397,test
18071,3,3065,test
157379,33,1107,test
95721,20,1294,test
135645,28,4394,test
33148,6,3130,test
156401,33,129,test
8510,1,3508,test
25587,5,570,test
78451,16,730,test
83308,17,578,test
136434,29,181,test
47085,9,4413,test
12417,2,2411,test
137682,29,1429,test
163740,34,2460,test
152765,32,1494,test
9643,1,4641,test
74948,15,2227,test
130433,27,4183,test
4691,0,4691,test
38792,7,3773,test
78923,16,1202,test
119050,24,4602,test
51356,10,3671,test
105235,22,803,test
44026,9,1354,test
126875,27,625,test
19508,3,4502,test
158781,33,2509,test
95570,20,1143,test
99334,20,4907,test
67651,13,4949,test
66076,13,3374,test
95013,20,586,test
87534,18,3111,test
24468,4,4462,test
79083,16,1362,test
13218,2,3212,test
51936,10,4251,test
77141,15,4420,test
162809,34,1529,test
53563,11,876,test
96806,20,2379,test
14096,2,4090,test
43508,9,836,test
81323,16,3602,test
45218,9,2546,test
90646,19,1219,test
676,0,676,test
48826,10,1141,test
7707,1,2705,test
69809,14,2099,test
101019,21,1588,test
110028,23,589,test
102587,21,3156,test
88884,18,4461,test
92414,19,2987,test
161593,34,313,test
20278,4,272,test
145903,30,4634,test
160005,33,3733,test
133031,28,1780,test
88901,18,4478,test
37605,7,2586,test
8619,1,3617,test
61824,12,4135,test
107104,22,2672,test
109377,22,4945,test
33636,6,3618,test
150581,31,4311,test
40734,8,706,test
74270,15,1549,test
88984,18,4561,test
45690,9,3018,test
150137,31,3867,test
155889,32,4618,test
83311,17,581,test
70519,14,2809,test
84866,18,443,test
92598,19,3171,test
78237,16,516,test
114477,24,29,test
70130,14,2420,test
81494,16,3773,test
93258,19,3831,test
93561,19,4134,test
147089,31,819,test
162154,34,874,test
164495,34,3215,test
52423,10,4738,test
51164,10,3479,test
145269,30,4000,test
96887,20,2460,test
40097,8,69,test
81497,16,3776,test
133020,28,1769,test
140997,29,4744,test
2377,0,2377,test
112246,23,2807,test
13498,2,3492,test
164658,34,3378,test
11549,2,1543,test
85168,18,745,test
102533,21,3102,test
61091,12,3402,test
146605,31,335,test
83082,17,352,test
154329,32,3058,test
30112,6,94,test
137676,29,1423,test
85163,18,740,test
27393,5,2376,test
11178,2,1172,test
14970,2,4964,test
1117,0,1117,test
96273,20,1846,test
50314,10,2629,test
61184,12,3495,test
105714,22,1282,test
134858,28,3607,test
29952,5,4935,test
40354,8,326,test
38321,7,3302,test
11179,2,1173,test
82621,16,4900,test
53077,11,390,test
164406,34,3126,test
42257,8,2229,test
160607,33,4335,test
162319,34,1039,test
128165,27,1915,test
82976,17,246,test
158030,33,1758,test
61825,12,4136,test
85589,18,1166,test
106196,22,1764,test
54512,11,1825,test
99413,20,4986,test
99175,20,4748,test
162734,34,1454,test
9425,1,4423,test
23454,4,3448,test
109094,22,4662,test
134432,28,3181,test
119284,24,4836,test
62986,13,284,test
110817,23,1378,test
10778,2,772,test
34544,6,4526,test
57779,12,90,test
87062,18,2639,test
86771,18,2348,test
96884,20,2457,test
118803,24,4355,test
38047,7,3028,test
36361,7,1342,test
74796,15,2075,test
96687,20,2260,test
103354,21,3923,test
128913,27,2663,test
74267,15,1546,test
33096,6,3078,test
12209,2,2203,test
102406,21,2975,test
140665,29,4412,test
137156,29,903,test
51210,10,3525,test
107755,22,3323,test
88161,18,3738,test
154742,32,3471,test
76048,15,3327,test
29535,5,4518,test
119154,24,4706,test
113273,23,3834,test
18072,3,3066,test
65502,13,2800,test
19916,3,4910,test
118599,24,4151,test
105137,22,705,test
3462,0,3462,test
94441,20,14,test
134697,28,3446,test
105510,22,1078,test
136085,28,4834,test
65666,13,2964,test
120562,25,1113,test
714,0,714,test
98456,20,4029,test
29382,5,4365,test
33421,6,3403,test
51360,10,3675,test
10422,2,416,test
51568,10,3883,test
36526,7,1507,test
9883,1,4881,test
82459,16,4738,test
162369,34,1089,test
58973,12,1284,test
126485,27,235,test
144886,30,3617,test
10936,2,930,test
107894,22,3462,test
54530,11,1843,test
116719,24,2271,test
61179,12,3490,test
59085,12,1396,test
3163,0,3163,test
57835,12,146,test
85212,18,789,test
51794,10,4109,test
62471,12,4782,test
109262,22,4830,test
119250,24,4802,test
40563,8,535,test
155898,32,4627,test
160838,33,4566,test
125871,26,1418,test
159680,33,3408,test
122720,25,3271,test
159268,33,2996,test
64200,13,1498,test
61959,12,4270,test
112248,23,2809,test
104100,21,4669,test
25588,5,571,test
41100,8,1072,test
116992,24,2544,test
23366,4,3360,test
151664,32,393,test
159755,33,3483,test
90563,19,1136,test
16167,3,1161,test
26787,5,1770,test
163294,34,2014,test
34713,6,4695,test
79366,16,1645,test
144885,30,3616,test
99170,20,4743,test
102614,21,3183,test
84626,18,203,test
29022,5,4005,test
94949,20,522,test
5734,1,732,test
149788,31,3518,test
57927,12,238,test
113109,23,3670,test
123875,25,4426,test
94244,19,4817,test
102325,21,2894,test
100020,21,589,test
155515,32,4244,test
14171,2,4165,test
20655,4,649,test
65672,13,2970,test
16758,3,1752,test
33422,6,3404,test
56358,11,3671,test
98756,20,4329,test
81496,16,3775,test
20964,4,958,test
106288,22,1856,test
134845,28,3594,test
81866,16,4145,test
101175,21,1744,test
95095,20,668,test
37606,7,2587,test
70124,14,2414,test
50311,10,2626,test
126333,27,83,test
152386,32,1115,test
55516,11,2829,test
88757,18,4334,test
59155,12,1466,test
133126,28,1875,test
60963,12,3274,test
98033,20,3606,test
12848,2,2842,test
50003,10,2318,test
35344,7,325,test
99647,21,216,test
102611,21,3180,test
75685,15,2964,test
138526,29,2273,test
116743,24,2295,test
98581,20,4154,test
134851,28,3600,test
94944,20,517,test
153122,32,1851,test
67783,14,73,test
107896,22,3464,test
31106,6,1088,test
6491,1,1489,test
148191,31,1921,test
79144,16,1423,test
138507,29,2254,test
107314,22,2882,test
132602,28,1351,test
109488,23,49,test
136746,29,493,test
29538,5,4521,test
15113,3,107,test
117434,24,2986,test
137711,29,1458,test
134695,28,3444,test
155713,32,4442,test
21769,4,1763,test
158507,33,2235,test
78370,16,649,test
73813,15,1092,test
56990,11,4303,test
82920,17,190,test
114528,24,80,test
8548,1,3546,test
7694,1,2692,test
98459,20,4032,test
149885,31,3615,test
151971,32,700,test
12478,2,2472,test
102647,21,3216,test
18000,3,2994,test
29076,5,4059,test
97838,20,3411,test
66379,13,3677,test
50574,10,2889,test
94265,19,4838,test
155690,32,4419,test
133840,28,2589,test
125285,26,832,test
158786,33,2514,test
62942,13,240,test
36524,7,1505,test
98713,20,4286,test
153311,32,2040,test
124759,26,306,test
11142,2,1136,test
62943,13,241,test
17756,3,2750,test
31322,6,1304,test
30574,6,556,test
27399,5,2382,test
131497,28,246,test
14897,2,4891,test
50004,10,2319,test
122261,25,2812,test
79404,16,1683,test
74045,15,1324,test
104948,22,516,test
7588,1,2586,test
11177,2,1171,test
76580,15,3859,test
37651,7,2632,test
34728,6,4710,test
162785,34,1505,test
82464,16,4743,test
43095,9,423,test
118183,24,3735,test
116735,24,2287,test
46250,9,3578,test
69828,14,2118,test
103851,21,4420,test
1411,0,1411,test
71573,14,3863,test
100235,21,804,test
70336,14,2626,test
50878,10,3193,test
9368,1,4366,test
43509,9,837,test
136486,29,233,test
33299,6,3281,test
1826,0,1826,test
7146,1,2144,test
77843,16,122,test
124736,26,283,test
3458,0,3458,test
121875,25,2426,test
38765,7,3746,test
108777,22,4345,test
119288,24,4840,test
39659,7,4640,test
110834,23,1395,test
99690,21,259,test
164403,34,3123,test
70648,14,2938,test
132404,28,1153,test
114018,23,4579,test
119160,24,4712,test
4706,0,4706,test
119741,25,292,test
162781,34,1501,test
124400,25,4951,test
34863,6,4845,test
85698,18,1275,test
67645,13,4943,test
111412,23,1973,test
60583,12,2894,test
94452,20,25,test
132035,28,784,test
88596,18,4173,test
137266,29,1013,test
71391,14,3681,test
56164,11,3477,test
78236,16,515,test
151729,32,458,test
87276,18,2853,test
19963,3,4957,test
132937,28,1686,test
65419,13,2717,test
145900,30,4631,test
84624,18,201,test
162317,34,1037,test
121615,25,2166,test
100829,21,1398,test
53561,11,874,test
158782,33,2510,test
51793,10,4108,test
46159,9,3487,test
108507,22,4075,test
27271,5,2254,test
162373,34,1093,test
66632,13,3930,test
128916,27,2666,test
71489,14,3779,test
54640,11,1953,test
124690,26,237,test
146232,30,4963,test
20183,4,177,test
10879,2,873,test
101424,21,1993,test
120566,25,1117,test
36907,7,1888,test
155722,32,4451,test
146139,30,4870,test
159679,33,3407,test
41200,8,1172,test
11841,2,1835,test
73299,15,578,test
98010,20,3583,test
10947,2,941,test
132068,28,817,test
62398,12,4709,test
100229,21,798,test
114775,24,327,test
9885,1,4883,test
81042,16,3321,test
6222,1,1220,test
106826,22,2394,test
48830,10,1145,test
112177,23,2738,test
50577,10,2892,test
78171,16,450,test
96277,20,1850,test
74402,15,1681,test
166,0,166,test
107402,22,2970,test
97223,20,2796,test
138327,29,2074,test
57710,12,21,test
81038,16,3317,test
101993,21,2562,test
85773,18,1350,test
1513,0,1513,test
99139,20,4712,test
138424,29,2171,test
8247,1,3245,test
71174,14,3464,test
109825,23,386,test
58238,12,549,test
159797,33,3525,test
75641,15,2920,test
121895,25,2446,test
49683,10,1998,test
162364,34,1084,test
13808,2,3802,test
11139,2,1133,test
65894,13,3192,test
34725,6,4707,test
149789,31,3519,test
80862,16,3141,test
16759,3,1753,test
57782,12,93,test
66781,13,4079,test
111386,23,1947,test
72573,14,4863,test
159759,33,3487,test
8014,1,3012,test
120747,25,1298,test
17258,3,2252,test
24662,4,4656,test
150933,31,4663,test
142730,30,1461,test
32064,6,2046,test
73747,15,1026,test
60048,12,2359,test
114111,23,4672,test
70132,14,2422,test
68132,14,422,test
130304,27,4054,test
163833,34,2553,test
121922,25,2473,test
65244,13,2542,test
92399,19,2972,test
122959,25,3510,test
102615,21,3184,test
147096,31,826,test
4704,0,4704,test
75691,15,2970,test
70642,14,2932,test
20724,4,718,test
60846,12,3157,test
30124,6,106,test
3172,0,3172,test
117170,24,2722,test
10019,2,13,test
65420,13,2718,test
59088,12,1399,test
158400,33,2128,test
85411,18,988,test
33634,6,3616,test
162122,34,842,test
12609,2,2603,test
34702,6,4684,test
14172,2,4166,test
23458,4,3452,test
46847,9,4175,test
148360,31,2090,test
57169,11,4482,test
23965,4,3959,test
133238,28,1987,test
141028,29,4775,test
95726,20,1299,test
105593,22,1161,test
70427,14,2717,test
48644,10,959,test
17397,3,2391,test
135746,28,4495,test
152394,32,1123,test
32708,6,2690,test
162222,34,942,test
129418,27,3168,test
151931,32,660,test
164870,34,3590,test
67930,14,220,test
24467,4,4461,test
105492,22,1060,test
78829,16,1108,test
41201,8,1173,test
92137,19,2710,test
97749,20,3322,test
114643,24,195,test
129202,27,2952,test
60461,12,2772,test
150323,31,4053,test
12419,2,2413,test
73193,15,472,test
36715,7,1696,test
9170,1,4168,test
56105,11,3418,test
105042,22,610,test
38309,7,3290,test
124579,26,126,test
112241,23,2802,test
81034,16,3313,test
160007,33,3735,test
154170,32,2899,test
104689,22,257,test
54829,11,2142,test
158408,33,2136,test
22613,4,2607,test
105738,22,1306,test
154743,32,3472,test
105588,22,1156,test
128321,27,2071,test
150663,31,4393,test
106584,22,2152,test
121028,25,1579,test
50886,10,3201,test
106629,22,2197,test
24555,4,4549,test
54808,11,2121,test
63332,13,630,test
87584,18,3161,test
33152,6,3134,test
78459,16,738,test
54160,11,1473,test
157891,33,1619,test
40713,8,685,test
68642,14,932,test
81184,16,3463,test
14895,2,4889,test
75728,15,3007,test
140168,29,3915,test
163903,34,2623,test
67029,13,4327,test
140082,29,3829,test
58049,12,360,test
1774,0,1774,test
63388,13,686,test
156400,33,128,test
89008,18,4585,test
106287,22,1855,test
13215,2,3209,test
28938,5,3921,test
134638,28,3387,test
65445,13,2743,test
150244,31,3974,test
4511,0,4511,test
14815,2,4809,test
117397,24,2949,test
71206,14,3496,test
70127,14,2417,test
119742,25,293,test
153938,32,2667,test
54833,11,2146,test
134920,28,3669,test
161023,33,4751,test
92355,19,2928,test
106581,22,2149,test
35059,7,40,test
150245,31,3975,test
11070,2,1064,test
124314,25,4865,test
88948,18,4525,test
146915,31,645,test
26302,5,1285,test
122260,25,2811,test
33432,6,3414,test
108697,22,4265,test
159270,33,2998,test
64159,13,1457,test
69952,14,2242,test
97785,20,3358,test
156962,33,690,test
50060,10,2375,test
28583,5,3566,test
42044,8,2016,test
14814,2,4808,test
58680,12,991,test
53081,11,394,test
124189,25,4740,test
32093,6,2075,test
40635,8,607,test
34530,6,4512,test
5238,1,236,test
136660,29,407,test
34369,6,4351,test
94706,20,279,test
134846,28,3595,test
162354,34,1074,test
100231,21,800,test
88673,18,4250,test
41216,8,1188,test
134354,28,3103,test
122958,25,3509,test
68577,14,867,test
51789,10,4104,test
10243,2,237,test
63954,13,1252,test
54667,11,1980,test
22302,4,2296,test
65189,13,2487,test
131710,28,459,test
88538,18,4115,test
137275,29,1022,test
119156,24,4708,test
118750,24,4302,test
43466,9,794,test
108347,22,3915,test
39413,7,4394,test
15115,3,109,test
95028,20,601,test
76745,15,4024,test
33632,6,3614,test
151809,32,538,test
4702,0,4702,test
111231,23,1792,test
23578,4,3572,test
713,0,713,test
18766,3,3760,test
23574,4,3568,test
89057,18,4634,test
62467,12,4778,test
39691,7,4672,test
124456,26,3,test
90993,19,1566,test
119745,25,296,test
97663,20,3236,test
134693,28,3442,test
86967,18,2544,test
114025,23,4586,test
53590,11,903,test
92124,19,2697,test
141760,30,491,test
2379,0,2379,test
133095,28,1844,test
30118,6,100,test
77284,15,4563,test
29945,5,4928,test
80940,16,3219,test
6659,1,1657,test
113320,23,3881,test
69958,14,2248,test
17999,3,2993,test
60281,12,2592,test
75259,15,2538,test
45642,9,2970,test
146824,31,554,test
24663,4,4657,test
78920,16,1199,test
59616,12,1927,test
115205,24,757,test
68688,14,978,test
122276,25,2827,test
5242,1,240,test
104516,22,84,test
105496,22,1064,test
158031,33,1759,test
112298,23,2859,test
160070,33,3798,test
97560,20,3133,test
138423,29,2170,test
51998,10,4313,test
138328,29,2075,test
110232,23,793,test
2904,0,2904,test
11558,2,1552,test
121329,25,1880,test
63889,13,1187,test
98460,20,4033,test
