pair_id,session_id,log_id,scenario_token,exposure_class,baseline_arm_status,treatment_arm_status,precontext_match,route_match,baseline_measurement_valid,treatment_measurement_valid,baseline_phase_count,treatment_phase_count,release_fraction,second_peak_ratio,F_match_status,safety_status,LOW_SPEED_ENDSTOP,joint_mechanism_status,joint_scientific_status,technical_failure_reason,scientific_failure_reason,artifact_hashes
B1-TSB-11,2021.09.17.19.20.02_veh-45,2021.09.17.19.20.02_veh-45_00559_00692,8b6c1a92071a5110,E2_BENCHMARK_ENGINEERING,TECHNICAL_COMPLETE_PENDING_PAIR_ANALYSIS,TECHNICAL_COMPLETE_PENDING_PAIR_ANALYSIS,true,true,true,true,1,2,0.73816,1.210269,F_MATCH_PASS,NOT_AVAILABLE,false,PASS,TECHNICAL_INCOMPLETE,MetricCanonicalizationError:collision:MISSING_EXPECTED_METRIC_FILE:no_ego_at_fault_collisions.parquet,,"{""baseline"":{""B1-TSB-11-BASELINE/execution_manifest.json"":""b1330ce577704d62497ac3bbe2695d4199edc0d80788793d8cfc9e7df1bd01a0"",""B1-TSB-11-BASELINE/trace/realized_current_ego.jsonl"":""9b519c7c29fe25e6aa2bca003cae5b0fe14dddff9978b109229f55ec5d32c9d2""},""treatment"":{""B1-TSB-11-TREATMENT/execution_manifest.json"":""209e1a9cc01aae2a81757463088f2de299259e6fda5444c5fd8bd73fb3dd78ef"",""B1-TSB-11-TREATMENT/trace/realized_current_ego.jsonl"":""16db008233e7263478c9fefc727f606678422674d1ff584eccacdb01ccece084""}}"
B1-TSB-12,2021.08.23.12.33.24_veh-42,2021.08.23.12.33.24_veh-42_02142_02317,58e28f36c65e5619,E2_BENCHMARK_ENGINEERING,TECHNICAL_COMPLETE_PENDING_PAIR_ANALYSIS,TECHNICAL_COMPLETE_PENDING_PAIR_ANALYSIS,true,true,true,true,1,2,0.861892,1.214515,F_MATCH_PASS,NOT_AVAILABLE,false,PASS,TECHNICAL_INCOMPLETE,MetricCanonicalizationError:collision:MISSING_EXPECTED_METRIC_FILE:no_ego_at_fault_collisions.parquet,,"{""baseline"":{""B1-TSB-12-BASELINE/execution_manifest.json"":""b57c62ef5b7b673f9fde414a30f44bcb637d675271cf9a53bb144c05ced73337"",""B1-TSB-12-BASELINE/trace/realized_current_ego.jsonl"":""674d729b56f06477c16dc530cafd0d5de145965526fec8a19f03db251949f9e6""},""treatment"":{""B1-TSB-12-TREATMENT/execution_manifest.json"":""8d9ad1a85fbf3329bd909b6482400aa1ad6dcfdd0ae72b6382c858c3bb874808"",""B1-TSB-12-TREATMENT/trace/realized_current_ego.jsonl"":""47a5209c009b87844688d041a8ca5fa7f72dd9bfbee1733ba7b6649fdcc6423e""}}"
B1-TSB-13,2021.09.17.14.49.23_veh-42,2021.09.17.14.49.23_veh-42_00135_00310,9fe700abf47057f0,E2_BENCHMARK_ENGINEERING,TECHNICAL_COMPLETE_PENDING_PAIR_ANALYSIS,TECHNICAL_COMPLETE_PENDING_PAIR_ANALYSIS,true,true,true,true,1,2,0.860481,1.211622,F_MATCH_PASS,NOT_AVAILABLE,false,PASS,TECHNICAL_INCOMPLETE,MetricCanonicalizationError:collision:MISSING_EXPECTED_METRIC_FILE:no_ego_at_fault_collisions.parquet,,"{""baseline"":{""B1-TSB-13-BASELINE/execution_manifest.json"":""1f147145b558d992f1e2c3783532df40c579f22917742dfcf5ccb94db31d6182"",""B1-TSB-13-BASELINE/trace/realized_current_ego.jsonl"":""d8cdfa9bcbe2f8f6586f2dfeab4d1589e9086950c6aae10af1c824ac47baea60""},""treatment"":{""B1-TSB-13-TREATMENT/execution_manifest.json"":""ee7f6bfe87b07e682b91314b342d3dc35e8aad98c66f9a4b25e863a78b0f6882"",""B1-TSB-13-TREATMENT/trace/realized_current_ego.jsonl"":""3ce28db2768699b873530d4a59474e4ed6fe1a699ca4f6a98c7efd4b03c0b86c""}}"
B1-TSB-14,2021.09.03.14.16.10_veh-08,2021.09.03.14.16.10_veh-08_01944_02312,6047a409901056ce,E2_BENCHMARK_ENGINEERING,TECHNICAL_COMPLETE_PENDING_PAIR_ANALYSIS,TECHNICAL_COMPLETE_PENDING_PAIR_ANALYSIS,true,true,true,true,1,2,0.861262,1.21396,F_MATCH_PASS,NOT_AVAILABLE,false,PASS,TECHNICAL_INCOMPLETE,MetricCanonicalizationError:collision:MISSING_EXPECTED_METRIC_FILE:no_ego_at_fault_collisions.parquet,,"{""baseline"":{""B1-TSB-14-BASELINE/execution_manifest.json"":""7480143f1870feeec33601a7a45bc21c81e849f4c6fce35da59a5064fe0fb197"",""B1-TSB-14-BASELINE/trace/realized_current_ego.jsonl"":""4b1a728be5e41060aa9bb3313b6cb85194fbdb7a76946b60f2ff79bda5380e74""},""treatment"":{""B1-TSB-14-TREATMENT/execution_manifest.json"":""6bbc12b78fb7b5de027120ca0aab6a5e966a7fcbb2dec5293a5ae77af886ec05"",""B1-TSB-14-TREATMENT/trace/realized_current_ego.jsonl"":""d098575546a8f0c719e6e7d38dc88a9260129b54b081ee1e3ff83459f7e34124""}}"
B1-TSB-15,2021.08.17.13.10.50_veh-08,2021.08.17.13.10.50_veh-08_00122_00295,1b62357f0af159f2,E2_BENCHMARK_ENGINEERING,TECHNICAL_COMPLETE_PENDING_PAIR_ANALYSIS,TECHNICAL_COMPLETE_PENDING_PAIR_ANALYSIS,true,true,true,true,1,2,0.36423,0.92175,F_MATCH_PASS,NOT_AVAILABLE,false,PASS,TECHNICAL_INCOMPLETE,MetricCanonicalizationError:collision:MISSING_EXPECTED_METRIC_FILE:no_ego_at_fault_collisions.parquet,,"{""baseline"":{""B1-TSB-15-BASELINE/execution_manifest.json"":""a71e90f3bf9e642c74ad95f699581faacc053f36d1ddb87e57429b829b36b914"",""B1-TSB-15-BASELINE/trace/realized_current_ego.jsonl"":""c9ff7bbdc84fe2d8ca2960be8251ed44a6e55635cb6e99eeaa796e19a9e64807""},""treatment"":{""B1-TSB-15-TREATMENT/execution_manifest.json"":""537c759e82b0dd086dcd71b01a992dc02c59b5dcd809b69bde1331dcb312d3fa"",""B1-TSB-15-TREATMENT/trace/realized_current_ego.jsonl"":""7917a10cb31ce5f89508ade0073e272a623d524ce548744eb0658575f377c74d""}}"
B1-TSB-16,2021.08.25.20.03.37_veh-45,2021.08.25.20.03.37_veh-45_01824_02008,5b7bddc9f0b55823,E2_BENCHMARK_ENGINEERING,TECHNICAL_COMPLETE_PENDING_PAIR_ANALYSIS,TECHNICAL_COMPLETE_PENDING_PAIR_ANALYSIS,true,true,true,true,1,2,0.859987,1.216001,F_MATCH_PASS,NOT_AVAILABLE,false,PASS,TECHNICAL_INCOMPLETE,MetricCanonicalizationError:collision:MISSING_EXPECTED_METRIC_FILE:no_ego_at_fault_collisions.parquet,,"{""baseline"":{""B1-TSB-16-BASELINE/execution_manifest.json"":""5d663bdac13223488b7de7022e42166a911ef7be8d1813c62b139775615a2c50"",""B1-TSB-16-BASELINE/trace/realized_current_ego.jsonl"":""a5ad12a64c357d569953983f9418cd61c2a16352e8e2b54bcd90fb63bfee3dbb""},""treatment"":{""B1-TSB-16-TREATMENT/execution_manifest.json"":""a434fb8220dc041cc35628fb6d6e4759b8d8368890d5e4e5481bc72df9d5f88a"",""B1-TSB-16-TREATMENT/trace/realized_current_ego.jsonl"":""72d8179f8b6068293c19d0ec6ce59cd01daedefd80a399513a01f113eb4b005d""}}"
B1-TSB-17,2021.09.20.17.42.50_veh-08,2021.09.20.17.42.50_veh-08_00322_00551,2aaa876730875879,E2_BENCHMARK_ENGINEERING,TECHNICAL_COMPLETE_PENDING_PAIR_ANALYSIS,TECHNICAL_COMPLETE_PENDING_PAIR_ANALYSIS,true,true,true,true,1,2,0.752406,1.196971,F_MATCH_PASS,NOT_AVAILABLE,false,PASS,TECHNICAL_INCOMPLETE,MetricCanonicalizationError:collision:MISSING_EXPECTED_METRIC_FILE:no_ego_at_fault_collisions.parquet,,"{""baseline"":{""B1-TSB-17-BASELINE/execution_manifest.json"":""9dd97f1f441798f02a053771de46178c04293c4577dc1c39a262092d6fbaac6a"",""B1-TSB-17-BASELINE/trace/realized_current_ego.jsonl"":""cbad8f2310005f680a18e7bea0d90394e9cb05b73ebd6b091aa534a188be329b""},""treatment"":{""B1-TSB-17-TREATMENT/execution_manifest.json"":""e3e71dab9378963c8467bc32e8667cca165d7d4551c74304691e8cdb23aec8e5"",""B1-TSB-17-TREATMENT/trace/realized_current_ego.jsonl"":""7c4f3816fd1245950cac0ba9dc23830ae160e7b807f7f3365ac3f0e35b31007c""}}"
B1-TSB-18,2021.08.30.13.08.03_veh-08,2021.08.30.13.08.03_veh-08_00207_00494,3c4050eab6365ec7,E1_UNRELATED_HISTORICAL_USE,NOT_RUN,TECHNICAL_INCOMPLETE,false,false,false,false,,,,,NOT_RUN,NOT_RUN,false,NOT_RUN,TECHNICAL_INCOMPLETE,"RuntimeError:ARM_BUDGET_STATUS:BASELINE=NOT_RUN,TREATMENT=TECHNICAL_INCOMPLETE;INFRASTRUCTURE_STOP=ValueError: NATIVE_ROUTE_FAIL: no native outgoing successor into 19339",,"{""baseline"":{},""treatment"":{""B1-TSB-18-TREATMENT/execution_manifest.json"":""a0308ed2768105581672c0a7f8879f1731f5b9855ca76907cb2d7a6ac0736b67"",""B1-TSB-18-TREATMENT/trace/realized_current_ego.jsonl"":""63b7e5785868ba479a4788317fffedef6065289436ee79b51c4ccc4cdcd6933d""}}"
B1-TSB-19,2021.08.17.18.54.02_veh-45,2021.08.17.18.54.02_veh-45_02202_02416,c531088f238856b5,E1_UNRELATED_HISTORICAL_USE,NOT_RUN,NOT_RUN,false,false,false,false,,,,,NOT_RUN,NOT_RUN,false,NOT_RUN,TECHNICAL_INCOMPLETE,"RuntimeError:ARM_BUDGET_STATUS:BASELINE=NOT_RUN,TREATMENT=NOT_RUN",,"{""baseline"":{},""treatment"":{}}"
B1-TSB-20,2021.08.27.16.46.47_veh-45,2021.08.27.16.46.47_veh-45_02244_02729,4623e26918185ace,E1_UNRELATED_HISTORICAL_USE,NOT_RUN,NOT_RUN,false,false,false,false,,,,,NOT_RUN,NOT_RUN,false,NOT_RUN,TECHNICAL_INCOMPLETE,"RuntimeError:ARM_BUDGET_STATUS:BASELINE=NOT_RUN,TREATMENT=NOT_RUN",,"{""baseline"":{},""treatment"":{}}"
