scenario_token,log_id,family,run_a,run_b,category,exact_canonical_equality,run_a_sha256,run_b_sha256,max_abs_difference_diagnostic_only,first_difference_step,affected_fields
25944935eadb52f1,2021.09.10.17.09.03_veh-42_01128_02369,R-HLC,R-HLC__25944935eadb52f1__V3_RUN_A,R-HLC__25944935eadb52f1__V3_RUN_B,ego_state_trajectory,True,22917e94e2593b5893d661a9f94779c4122b559d026d689704b478b6d6577a87,22917e94e2593b5893d661a9f94779c4122b559d026d689704b478b6d6577a87,,,[]
25944935eadb52f1,2021.09.10.17.09.03_veh-42_01128_02369,R-HLC,R-HLC__25944935eadb52f1__V3_RUN_A,R-HLC__25944935eadb52f1__V3_RUN_B,planner_output_trajectory,True,c4102bb6455e18f84f3dcf9cab8fbf8f45c0a4e1cb9b328a38be554d6cc7c68a,c4102bb6455e18f84f3dcf9cab8fbf8f45c0a4e1cb9b328a38be554d6cc7c68a,,,[]
25944935eadb52f1,2021.09.10.17.09.03_veh-42_01128_02369,R-HLC,R-HLC__25944935eadb52f1__V3_RUN_A,R-HLC__25944935eadb52f1__V3_RUN_B,collision_metric,True,beef1eca6245680913ace5ea1d21e794948b785ba3e8454cc58e4addaaf11bc3,beef1eca6245680913ace5ea1d21e794948b785ba3e8454cc58e4addaaf11bc3,,,[]
25944935eadb52f1,2021.09.10.17.09.03_veh-42_01128_02369,R-HLC,R-HLC__25944935eadb52f1__V3_RUN_A,R-HLC__25944935eadb52f1__V3_RUN_B,offroad_drivable_area_metric,True,21aeb65bf3a9e7397ba46858f74cedef6f8b806075f0342ac712cc6fbfc35032,21aeb65bf3a9e7397ba46858f74cedef6f8b806075f0342ac712cc6fbfc35032,,,[]
25944935eadb52f1,2021.09.10.17.09.03_veh-42_01128_02369,R-HLC,R-HLC__25944935eadb52f1__V3_RUN_A,R-HLC__25944935eadb52f1__V3_RUN_B,technical_failure_status,True,391161b9764ccd5d80270fc9d9fb3c7f46f3f2d6344d98bd4eb5a9510335aee9,391161b9764ccd5d80270fc9d9fb3c7f46f3f2d6344d98bd4eb5a9510335aee9,,,[]
ef3172a208cc5dd7,2021.08.26.17.14.36_veh-08_02322_02631,R-HLC,R-HLC__ef3172a208cc5dd7__V3_RUN_A,R-HLC__ef3172a208cc5dd7__V3_RUN_B,scenario_token_log,True,b4f8a24887188d2a51d3a76060396209591a15279abcf1901c8a6a2d22b07d8f,b4f8a24887188d2a51d3a76060396209591a15279abcf1901c8a6a2d22b07d8f,,,[]
ef3172a208cc5dd7,2021.08.26.17.14.36_veh-08_02322_02631,R-HLC,R-HLC__ef3172a208cc5dd7__V3_RUN_A,R-HLC__ef3172a208cc5dd7__V3_RUN_B,map_fingerprint,True,8d7085cc1a967c6ff4b5823670cd61673328d23ca3415e1f438384247dfffc67,8d7085cc1a967c6ff4b5823670cd61673328d23ca3415e1f438384247dfffc67,,,[]
ef3172a208cc5dd7,2021.08.26.17.14.36_veh-08_02322_02631,R-HLC,R-HLC__ef3172a208cc5dd7__V3_RUN_A,R-HLC__ef3172a208cc5dd7__V3_RUN_B,route_roadblock_sequence,True,a0ff5d6d22144856915c1be651c507e6cfa2a695df5d5f4029b51068154ab2d4,a0ff5d6d22144856915c1be651c507e6cfa2a695df5d5f4029b51068154ab2d4,,,[]
ef3172a208cc5dd7,2021.08.26.17.14.36_veh-08_02322_02631,R-HLC,R-HLC__ef3172a208cc5dd7__V3_RUN_A,R-HLC__ef3172a208cc5dd7__V3_RUN_B,initial_history_canonical,True,ebd28c04a7ad4f4f2a8915245c7b396785c0ec501b0983ceed5e3ddf26e31eb6,ebd28c04a7ad4f4f2a8915245c7b396785c0ec501b0983ceed5e3ddf26e31eb6,,,[]
ef3172a208cc5dd7,2021.08.26.17.14.36_veh-08_02322_02631,R-HLC,R-HLC__ef3172a208cc5dd7__V3_RUN_A,R-HLC__ef3172a208cc5dd7__V3_RUN_B,pre_context_raw,True,032a81245ca264c3b857a70fe5e4e132c7493e07dc0be7c903495b345a440e64,032a81245ca264c3b857a70fe5e4e132c7493e07dc0be7c903495b345a440e64,,,[]
ef3172a208cc5dd7,2021.08.26.17.14.36_veh-08_02322_02631,R-HLC,R-HLC__ef3172a208cc5dd7__V3_RUN_A,R-HLC__ef3172a208cc5dd7__V3_RUN_B,canonical_context_json,True,606e19b6500274da0dc263de465740ad7e6eb3bd61d6d926125d8b98ebf71c7f,606e19b6500274da0dc263de465740ad7e6eb3bd61d6d926125d8b98ebf71c7f,,,[]
ef3172a208cc5dd7,2021.08.26.17.14.36_veh-08_02322_02631,R-HLC,R-HLC__ef3172a208cc5dd7__V3_RUN_A,R-HLC__ef3172a208cc5dd7__V3_RUN_B,simulation_step_count,True,05ada863a4cf9660fd8c68e2295f1d35b2264815f5b605003d6625bd9e0492cf,05ada863a4cf9660fd8c68e2295f1d35b2264815f5b605003d6625bd9e0492cf,,,[]
ef3172a208cc5dd7,2021.08.26.17.14.36_veh-08_02322_02631,R-HLC,R-HLC__ef3172a208cc5dd7__V3_RUN_A,R-HLC__ef3172a208cc5dd7__V3_RUN_B,simulation_timestamps,True,e39c71810a1246e5e74862d95985d3ab005acd58bbd928ce971dce1db31fc8b6,e39c71810a1246e5e74862d95985d3ab005acd58bbd928ce971dce1db31fc8b6,,,[]
ef3172a208cc5dd7,2021.08.26.17.14.36_veh-08_02322_02631,R-HLC,R-HLC__ef3172a208cc5dd7__V3_RUN_A,R-HLC__ef3172a208cc5dd7__V3_RUN_B,traffic_light_state_sequence,True,6ec1a7d0481b46c1766f5b476625546a90cee414c8bda2fcc36e40f7444e5b16,6ec1a7d0481b46c1766f5b476625546a90cee414c8bda2fcc36e40f7444e5b16,,,[]
ef3172a208cc5dd7,2021.08.26.17.14.36_veh-08_02322_02631,R-HLC,R-HLC__ef3172a208cc5dd7__V3_RUN_A,R-HLC__ef3172a208cc5dd7__V3_RUN_B,background_tracked_object_state_sequence,True,606e19b6500274da0dc263de465740ad7e6eb3bd61d6d926125d8b98ebf71c7f,606e19b6500274da0dc263de465740ad7e6eb3bd61d6d926125d8b98ebf71c7f,,,[]
ef3172a208cc5dd7,2021.08.26.17.14.36_veh-08_02322_02631,R-HLC,R-HLC__ef3172a208cc5dd7__V3_RUN_A,R-HLC__ef3172a208cc5dd7__V3_RUN_B,ego_state_trajectory,True,f6294ce431a5fd4e6e08e5b2f1030d48129ae460a738b0d895da307fdd56cbf4,f6294ce431a5fd4e6e08e5b2f1030d48129ae460a738b0d895da307fdd56cbf4,,,[]
ef3172a208cc5dd7,2021.08.26.17.14.36_veh-08_02322_02631,R-HLC,R-HLC__ef3172a208cc5dd7__V3_RUN_A,R-HLC__ef3172a208cc5dd7__V3_RUN_B,planner_output_trajectory,True,9df4513543b0eda81efb940ecc76d46e28863b896e34291f1abe6a2683753035,9df4513543b0eda81efb940ecc76d46e28863b896e34291f1abe6a2683753035,,,[]
ef3172a208cc5dd7,2021.08.26.17.14.36_veh-08_02322_02631,R-HLC,R-HLC__ef3172a208cc5dd7__V3_RUN_A,R-HLC__ef3172a208cc5dd7__V3_RUN_B,collision_metric,True,beef1eca6245680913ace5ea1d21e794948b785ba3e8454cc58e4addaaf11bc3,beef1eca6245680913ace5ea1d21e794948b785ba3e8454cc58e4addaaf11bc3,,,[]
ef3172a208cc5dd7,2021.08.26.17.14.36_veh-08_02322_02631,R-HLC,R-HLC__ef3172a208cc5dd7__V3_RUN_A,R-HLC__ef3172a208cc5dd7__V3_RUN_B,offroad_drivable_area_metric,True,7bed6aef49ddbc01545045955ecf3d5b576cb1803ab1fba96e1c1d52808671dc,7bed6aef49ddbc01545045955ecf3d5b576cb1803ab1fba96e1c1d52808671dc,,,[]
ef3172a208cc5dd7,2021.08.26.17.14.36_veh-08_02322_02631,R-HLC,R-HLC__ef3172a208cc5dd7__V3_RUN_A,R-HLC__ef3172a208cc5dd7__V3_RUN_B,technical_failure_status,True,391161b9764ccd5d80270fc9d9fb3c7f46f3f2d6344d98bd4eb5a9510335aee9,391161b9764ccd5d80270fc9d9fb3c7f46f3f2d6344d98bd4eb5a9510335aee9,,,[]
b486f9cf33a85455,2021.05.12.23.36.44_veh-35_00152_00504,R-TSB,R-TSB__b486f9cf33a85455__V3_RUN_A,R-TSB__b486f9cf33a85455__V3_RUN_B,scenario_token_log,True,8c6bf72b880344fca8c4c0f3c9c6732e22fcfdf6950ede33dae30731f9227fff,8c6bf72b880344fca8c4c0f3c9c6732e22fcfdf6950ede33dae30731f9227fff,,,[]
b486f9cf33a85455,2021.05.12.23.36.44_veh-35_00152_00504,R-TSB,R-TSB__b486f9cf33a85455__V3_RUN_A,R-TSB__b486f9cf33a85455__V3_RUN_B,map_fingerprint,True,8d7085cc1a967c6ff4b5823670cd61673328d23ca3415e1f438384247dfffc67,8d7085cc1a967c6ff4b5823670cd61673328d23ca3415e1f438384247dfffc67,,,[]
b486f9cf33a85455,2021.05.12.23.36.44_veh-35_00152_00504,R-TSB,R-TSB__b486f9cf33a85455__V3_RUN_A,R-TSB__b486f9cf33a85455__V3_RUN_B,route_roadblock_sequence,True,e6b8918723d55da9b800177cb3a7b22fe8a82fd4d545b64cdcc19674678c4c9a,e6b8918723d55da9b800177cb3a7b22fe8a82fd4d545b64cdcc19674678c4c9a,,,[]
b486f9cf33a85455,2021.05.12.23.36.44_veh-35_00152_00504,R-TSB,R-TSB__b486f9cf33a85455__V3_RUN_A,R-TSB__b486f9cf33a85455__V3_RUN_B,initial_history_canonical,True,66f55cb93a744c335e54a8c40fcf247e1559399fb06e64481078f8ec9e1d6c59,66f55cb93a744c335e54a8c40fcf247e1559399fb06e64481078f8ec9e1d6c59,,,[]
b486f9cf33a85455,2021.05.12.23.36.44_veh-35_00152_00504,R-TSB,R-TSB__b486f9cf33a85455__V3_RUN_A,R-TSB__b486f9cf33a85455__V3_RUN_B,pre_context_raw,True,cd874d38b1787b8e97fd4443e977db5b46bf5e5ebfeb63c5c0c875c0d360b87f,cd874d38b1787b8e97fd4443e977db5b46bf5e5ebfeb63c5c0c875c0d360b87f,,,[]
b486f9cf33a85455,2021.05.12.23.36.44_veh-35_00152_00504,R-TSB,R-TSB__b486f9cf33a85455__V3_RUN_A,R-TSB__b486f9cf33a85455__V3_RUN_B,canonical_context_json,True,5227375c1348bf1521327dcfa99c4cb79f583450387d21df5517839aee512b7f,5227375c1348bf1521327dcfa99c4cb79f583450387d21df5517839aee512b7f,,,[]
b486f9cf33a85455,2021.05.12.23.36.44_veh-35_00152_00504,R-TSB,R-TSB__b486f9cf33a85455__V3_RUN_A,R-TSB__b486f9cf33a85455__V3_RUN_B,simulation_step_count,True,05ada863a4cf9660fd8c68e2295f1d35b2264815f5b605003d6625bd9e0492cf,05ada863a4cf9660fd8c68e2295f1d35b2264815f5b605003d6625bd9e0492cf,,,[]
b486f9cf33a85455,2021.05.12.23.36.44_veh-35_00152_00504,R-TSB,R-TSB__b486f9cf33a85455__V3_RUN_A,R-TSB__b486f9cf33a85455__V3_RUN_B,simulation_timestamps,True,82460c8d35eda035d36ff14e08dd5fb41779a93f4c777d92ace0f300b1526177,82460c8d35eda035d36ff14e08dd5fb41779a93f4c777d92ace0f300b1526177,,,[]
b486f9cf33a85455,2021.05.12.23.36.44_veh-35_00152_00504,R-TSB,R-TSB__b486f9cf33a85455__V3_RUN_A,R-TSB__b486f9cf33a85455__V3_RUN_B,traffic_light_state_sequence,True,178d4290752d75218954fc9d2f2e442e76c788db352bcc5e5316c8d46c067412,178d4290752d75218954fc9d2f2e442e76c788db352bcc5e5316c8d46c067412,,,[]
b486f9cf33a85455,2021.05.12.23.36.44_veh-35_00152_00504,R-TSB,R-TSB__b486f9cf33a85455__V3_RUN_A,R-TSB__b486f9cf33a85455__V3_RUN_B,background_tracked_object_state_sequence,True,5227375c1348bf1521327dcfa99c4cb79f583450387d21df5517839aee512b7f,5227375c1348bf1521327dcfa99c4cb79f583450387d21df5517839aee512b7f,,,[]
b486f9cf33a85455,2021.05.12.23.36.44_veh-35_00152_00504,R-TSB,R-TSB__b486f9cf33a85455__V3_RUN_A,R-TSB__b486f9cf33a85455__V3_RUN_B,ego_state_trajectory,True,ed2641e1130f56ca822740caa7fb90f8ad7ebebb8902f5446c1359b75e852f98,ed2641e1130f56ca822740caa7fb90f8ad7ebebb8902f5446c1359b75e852f98,,,[]
b486f9cf33a85455,2021.05.12.23.36.44_veh-35_00152_00504,R-TSB,R-TSB__b486f9cf33a85455__V3_RUN_A,R-TSB__b486f9cf33a85455__V3_RUN_B,planner_output_trajectory,True,1a5fc4af96662e6a3635acf638f5a3c69f59619e5e14f898196cd800cdfefd80,1a5fc4af96662e6a3635acf638f5a3c69f59619e5e14f898196cd800cdfefd80,,,[]
b486f9cf33a85455,2021.05.12.23.36.44_veh-35_00152_00504,R-TSB,R-TSB__b486f9cf33a85455__V3_RUN_A,R-TSB__b486f9cf33a85455__V3_RUN_B,collision_metric,True,65a3138993ee2ba9df2c6175ca494a9730cbce9c3eca72c92188c14590520d8c,65a3138993ee2ba9df2c6175ca494a9730cbce9c3eca72c92188c14590520d8c,,,[]
b486f9cf33a85455,2021.05.12.23.36.44_veh-35_00152_00504,R-TSB,R-TSB__b486f9cf33a85455__V3_RUN_A,R-TSB__b486f9cf33a85455__V3_RUN_B,offroad_drivable_area_metric,True,21aeb65bf3a9e7397ba46858f74cedef6f8b806075f0342ac712cc6fbfc35032,21aeb65bf3a9e7397ba46858f74cedef6f8b806075f0342ac712cc6fbfc35032,,,[]
b486f9cf33a85455,2021.05.12.23.36.44_veh-35_00152_00504,R-TSB,R-TSB__b486f9cf33a85455__V3_RUN_A,R-TSB__b486f9cf33a85455__V3_RUN_B,technical_failure_status,True,391161b9764ccd5d80270fc9d9fb3c7f46f3f2d6344d98bd4eb5a9510335aee9,391161b9764ccd5d80270fc9d9fb3c7f46f3f2d6344d98bd4eb5a9510335aee9,,,[]
3edcce9e7e19573f,2021.09.30.17.20.14_veh-44_00422_00647,R-TSB,R-TSB__3edcce9e7e19573f__V3_RUN_A,R-TSB__3edcce9e7e19573f__V3_RUN_B,scenario_token_log,True,534904d9eac78d745fecdc6f70408f5b3d0769d502de897a02b110a8a3accfc1,534904d9eac78d745fecdc6f70408f5b3d0769d502de897a02b110a8a3accfc1,,,[]
3edcce9e7e19573f,2021.09.30.17.20.14_veh-44_00422_00647,R-TSB,R-TSB__3edcce9e7e19573f__V3_RUN_A,R-TSB__3edcce9e7e19573f__V3_RUN_B,map_fingerprint,True,8d7085cc1a967c6ff4b5823670cd61673328d23ca3415e1f438384247dfffc67,8d7085cc1a967c6ff4b5823670cd61673328d23ca3415e1f438384247dfffc67,,,[]
3edcce9e7e19573f,2021.09.30.17.20.14_veh-44_00422_00647,R-TSB,R-TSB__3edcce9e7e19573f__V3_RUN_A,R-TSB__3edcce9e7e19573f__V3_RUN_B,route_roadblock_sequence,True,e12ce8b46934ef07fbf89a3e2daa14eca477bca0be19dd884aaf0bb1656f2e10,e12ce8b46934ef07fbf89a3e2daa14eca477bca0be19dd884aaf0bb1656f2e10,,,[]
3edcce9e7e19573f,2021.09.30.17.20.14_veh-44_00422_00647,R-TSB,R-TSB__3edcce9e7e19573f__V3_RUN_A,R-TSB__3edcce9e7e19573f__V3_RUN_B,initial_history_canonical,True,1f4ebefe95ebc228a1f8241ce49dc7fc6f3cc00452b713cc07d3d2af1be690c9,1f4ebefe95ebc228a1f8241ce49dc7fc6f3cc00452b713cc07d3d2af1be690c9,,,[]
3edcce9e7e19573f,2021.09.30.17.20.14_veh-44_00422_00647,R-TSB,R-TSB__3edcce9e7e19573f__V3_RUN_A,R-TSB__3edcce9e7e19573f__V3_RUN_B,pre_context_raw,True,c5c1f98709dda43a00c58da4b1af78f4028e861199dc55d5fd522b5ccbba66fc,c5c1f98709dda43a00c58da4b1af78f4028e861199dc55d5fd522b5ccbba66fc,,,[]
3edcce9e7e19573f,2021.09.30.17.20.14_veh-44_00422_00647,R-TSB,R-TSB__3edcce9e7e19573f__V3_RUN_A,R-TSB__3edcce9e7e19573f__V3_RUN_B,canonical_context_json,True,33ae054453e0c2e4e91c017d7ca09d96bf5dd44d191c2d8ddd65fa0e264fd9a3,33ae054453e0c2e4e91c017d7ca09d96bf5dd44d191c2d8ddd65fa0e264fd9a3,,,[]
3edcce9e7e19573f,2021.09.30.17.20.14_veh-44_00422_00647,R-TSB,R-TSB__3edcce9e7e19573f__V3_RUN_A,R-TSB__3edcce9e7e19573f__V3_RUN_B,simulation_step_count,True,05ada863a4cf9660fd8c68e2295f1d35b2264815f5b605003d6625bd9e0492cf,05ada863a4cf9660fd8c68e2295f1d35b2264815f5b605003d6625bd9e0492cf,,,[]
3edcce9e7e19573f,2021.09.30.17.20.14_veh-44_00422_00647,R-TSB,R-TSB__3edcce9e7e19573f__V3_RUN_A,R-TSB__3edcce9e7e19573f__V3_RUN_B,simulation_timestamps,True,b502b717ccf0127adea81ef5d5311358ebbb1c94ed0d8da1009fe8c8f7da2a32,b502b717ccf0127adea81ef5d5311358ebbb1c94ed0d8da1009fe8c8f7da2a32,,,[]
3edcce9e7e19573f,2021.09.30.17.20.14_veh-44_00422_00647,R-TSB,R-TSB__3edcce9e7e19573f__V3_RUN_A,R-TSB__3edcce9e7e19573f__V3_RUN_B,traffic_light_state_sequence,True,c0003ffa46cf2e01c626c3abd7588a63129448a69829838a54842247e7528f2f,c0003ffa46cf2e01c626c3abd7588a63129448a69829838a54842247e7528f2f,,,[]
3edcce9e7e19573f,2021.09.30.17.20.14_veh-44_00422_00647,R-TSB,R-TSB__3edcce9e7e19573f__V3_RUN_A,R-TSB__3edcce9e7e19573f__V3_RUN_B,background_tracked_object_state_sequence,True,33ae054453e0c2e4e91c017d7ca09d96bf5dd44d191c2d8ddd65fa0e264fd9a3,33ae054453e0c2e4e91c017d7ca09d96bf5dd44d191c2d8ddd65fa0e264fd9a3,,,[]
3edcce9e7e19573f,2021.09.30.17.20.14_veh-44_00422_00647,R-TSB,R-TSB__3edcce9e7e19573f__V3_RUN_A,R-TSB__3edcce9e7e19573f__V3_RUN_B,ego_state_trajectory,True,304be52319f331d4534b8ddb8b0970270043a5c7d25653c96d5cd001c72be268,304be52319f331d4534b8ddb8b0970270043a5c7d25653c96d5cd001c72be268,,,[]
3edcce9e7e19573f,2021.09.30.17.20.14_veh-44_00422_00647,R-TSB,R-TSB__3edcce9e7e19573f__V3_RUN_A,R-TSB__3edcce9e7e19573f__V3_RUN_B,planner_output_trajectory,True,34fcc24c5804434eab4d4ebd5769c9bf374566c75fe4cca922b24bdd37849691,34fcc24c5804434eab4d4ebd5769c9bf374566c75fe4cca922b24bdd37849691,,,[]
3edcce9e7e19573f,2021.09.30.17.20.14_veh-44_00422_00647,R-TSB,R-TSB__3edcce9e7e19573f__V3_RUN_A,R-TSB__3edcce9e7e19573f__V3_RUN_B,collision_metric,True,beef1eca6245680913ace5ea1d21e794948b785ba3e8454cc58e4addaaf11bc3,beef1eca6245680913ace5ea1d21e794948b785ba3e8454cc58e4addaaf11bc3,,,[]
3edcce9e7e19573f,2021.09.30.17.20.14_veh-44_00422_00647,R-TSB,R-TSB__3edcce9e7e19573f__V3_RUN_A,R-TSB__3edcce9e7e19573f__V3_RUN_B,offroad_drivable_area_metric,True,7bed6aef49ddbc01545045955ecf3d5b576cb1803ab1fba96e1c1d52808671dc,7bed6aef49ddbc01545045955ecf3d5b576cb1803ab1fba96e1c1d52808671dc,,,[]
3edcce9e7e19573f,2021.09.30.17.20.14_veh-44_00422_00647,R-TSB,R-TSB__3edcce9e7e19573f__V3_RUN_A,R-TSB__3edcce9e7e19573f__V3_RUN_B,technical_failure_status,True,391161b9764ccd5d80270fc9d9fb3c7f46f3f2d6344d98bd4eb5a9510335aee9,391161b9764ccd5d80270fc9d9fb3c7f46f3f2d6344d98bd4eb5a9510335aee9,,,[]
