source_partition,db_path,db_file,size_bytes,mtime_utc,sqlite_readable,schema_sha256,db_fingerprint_sha256,scenario_tag_count,unique_scenario_token_count,token_set_sha256,log_count,log_ids,locations,map_versions,map_compatible,status,error
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.06.08.12.54.54_veh-26_04262_04732.db,2021.06.08.12.54.54_veh-26_04262_04732.db,331657216,2022-09-23T05:47:08+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,f968523b3d1c5d86523f50132ba3cccb240f715a1fb0aef522d46d4c40b973cf,15887,7958,2ab288c649ce5d8e4dc8658dd5c931bd6bc5ef6ad3ef252d6e6d1da418c48c1a,1,2021.06.08.12.54.54_veh-26_04262_04732,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.06.08.14.35.24_veh-26_02555_03004.db,2021.06.08.14.35.24_veh-26_02555_03004.db,188420096,2022-09-23T05:47:10+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,3a3c8e3a5b840cd833d1981b70fe16ff70f7a2028306cfbb27c85752de0eb0ca,16110,7393,23e288183ff8cbb9a743fd98f9cf9d3e4e5d0645e35656144381f92c9d272281,1,2021.06.08.14.35.24_veh-26_02555_03004,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.06.08.16.31.33_veh-38_01589_02072.db,2021.06.08.16.31.33_veh-38_01589_02072.db,348114944,2022-09-23T05:29:47+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,9f56ca56f595558b215371702ba809dbdaaf04a5ccca5507f209de5475c4013b,16673,7287,e10a5a917bc5a8aa2ecf325fb872407ae4f0842c467d2703bcfe18c1833242d0,1,2021.06.08.16.31.33_veh-38_01589_02072,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.06.09.11.54.15_veh-12_04366_04810.db,2021.06.09.11.54.15_veh-12_04366_04810.db,222048256,2022-09-23T05:47:14+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,5c930ee5ab63789e573a46c18d101db61d9de9a8467ba24d0f97dfb34816159c,13720,5934,f8caff05000ade53e722208112b765fca5de6356c13e8d42e48947a2e2e0107c,1,2021.06.09.11.54.15_veh-12_04366_04810,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.06.09.12.39.51_veh-26_01943_02303.db,2021.06.09.12.39.51_veh-26_01943_02303.db,177565696,2022-09-23T05:29:49+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,1b890447b0132d2118c77c0468c79a5710e472df0bfecf7bf4101a7b59dc8f51,13197,5684,3617939121416efa4e9f4e2aa7f79756bf83b43a55e6dd0833d470749f773bc2,1,2021.06.09.12.39.51_veh-26_01943_02303,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.06.09.12.39.51_veh-26_05620_06003.db,2021.06.09.12.39.51_veh-26_05620_06003.db,273944576,2022-09-23T05:29:50+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,8b55c48aa7d6bb9a6e33afee1b20d1cfc97fdc573daac82e8be7b6ac36f20566,18103,6692,190564e4e177cba40843b22daba03bb3a970b0d9567dead4df8d387455b76018,1,2021.06.09.12.39.51_veh-26_05620_06003,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.06.09.14.03.17_veh-12_02584_02970.db,2021.06.09.14.03.17_veh-12_02584_02970.db,307163136,2022-09-23T05:29:51+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,189f345c84b352d90cb6d2b37a6439a01d35b4ae0bb817ae1f5f0e52baddb775,25000,6138,14fb857ca3e7fcc47525fadf4d532d40f8c21fb0b45d6631562d0329bf0d0cbd,1,2021.06.09.14.03.17_veh-12_02584_02970,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.06.09.14.58.55_veh-35_01095_01484.db,2021.06.09.14.58.55_veh-35_01095_01484.db,328765440,2022-09-23T05:47:17+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,2930362f55f99dfc0a88b729dcae9e0fa3730bc4cb2cbf8a5b6d881e9ff3b8e9,14644,6943,914de35ec20ef4dbc57a530a346f72bb78b78217347bcd08c1c00a1e5da602eb,1,2021.06.09.14.58.55_veh-35_01095_01484,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.06.09.14.58.55_veh-35_01894_02311.db,2021.06.09.14.58.55_veh-35_01894_02311.db,241778688,2022-09-23T05:47:17+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,28bcff2a697640f09add4a7eb0c33a710fb3f79a8cc6132f780f8d3814e7fc5d,11899,5816,ff9cd922017b7d80c75bd80028e0966d06201fbda1bce6916774130b22547b79,1,2021.06.09.14.58.55_veh-35_01894_02311,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.06.09.17.23.18_veh-38_00773_01140.db,2021.06.09.17.23.18_veh-38_00773_01140.db,204587008,2022-09-23T05:47:18+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,68a7d025d581ce5a40ff26f26898fb38cb5323c6167fa3db6a33391a932a3923,8073,5758,98b11f6d70d75bdee0936fac064a8fbb64b73026a8438c72074e55697d205f7a,1,2021.06.09.17.23.18_veh-38_00773_01140,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.06.09.17.23.18_veh-38_02526_03027.db,2021.06.09.17.23.18_veh-38_02526_03027.db,367718400,2022-09-23T05:47:18+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,56869b46373f63190d657af45459112c5d9b162bd9137d33f5a923ea3938952d,18698,8679,67ca689bf8cf1b307a7e763c696a1bb5141560c5c0052bfa4ea5213683623b57,1,2021.06.09.17.23.18_veh-38_02526_03027,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.06.09.17.37.09_veh-12_00404_00864.db,2021.06.09.17.37.09_veh-12_00404_00864.db,348061696,2022-09-23T05:47:19+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,3fb0ab84e22c68801e0a4e839388285d52a83575890cdd91e7c730c090eb13bc,23928,5991,df4a200652cb60a73a6cf6421a23c023a2c65b2aa7e22366e9335db0f4796c8d,1,2021.06.09.17.37.09_veh-12_00404_00864,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.06.14.16.32.09_veh-35_05038_05402.db,2021.06.14.16.32.09_veh-35_05038_05402.db,334794752,2022-09-23T05:47:46+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,4e62cebc6c0661a69adf420df30204ef39d0e69b5f34ab0d7dfa6d3d4d6704d1,18806,6716,6cc92783cd1b0c7f4186c0e267e675a43f4dad475cd812b959397672934c9516,1,2021.06.14.16.32.09_veh-35_05038_05402,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.06.14.16.48.02_veh-12_04057_04438.db,2021.06.14.16.48.02_veh-12_04057_04438.db,261627904,2022-09-23T05:47:47+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,8a0502d53d2a5adf937003dfdc95e9c87853d1d6a9dfcd7333c70e1207d822b6,18166,6679,a8ad34dcf57b1b0e8ecb32e1dd8302c2f6cacd8d7a56f6ab30235aa0e4ceaa00,1,2021.06.14.16.48.02_veh-12_04057_04438,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.06.14.16.48.02_veh-12_04978_05337.db,2021.06.14.16.48.02_veh-12_04978_05337.db,218017792,2022-09-23T05:47:47+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,f6b24a2b994f6c53dbfbc3f8eae483b83a29bb5d93b8e53716002f75e79d18c5,8798,5455,0213f8e776e2c77c343e06ed22ccf8e3da77087215486d7228232b1b3a5f81e2,1,2021.06.14.16.48.02_veh-12_04978_05337,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.06.14.17.26.26_veh-38_04544_04920.db,2021.06.14.17.26.26_veh-38_04544_04920.db,299728896,2022-09-23T05:30:06+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,18d10b26f4b470e8457df5bd0861cb9154287fcfd2f0b7a40f471f8574e6d67c,9268,5930,87b25e685e50597b4287c3d62923916ebc9e37603f02d2892d9c2fb56a96db82,1,2021.06.14.17.26.26_veh-38_04544_04920,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.06.14.18.33.41_veh-35_03901_04264.db,2021.06.14.18.33.41_veh-35_03901_04264.db,192028672,2022-09-23T05:47:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,e73d3dc41a8d08afcda555cfac84c8cd91f952bec90ece70181f5b3beb5b2189,9196,4934,e34a87b07c257a16d36bf97e0e119595e55fc126fc9a9cfcd60d28036a2e03a0,1,2021.06.14.18.33.41_veh-35_03901_04264,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.06.14.18.42.45_veh-12_03445_03902.db,2021.06.14.18.42.45_veh-12_03445_03902.db,305487872,2022-09-23T05:47:49+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,530b133be15d7d8399c18152e47bed88b6517a5dcd1ed83e65703193fe7a68aa,22014,8182,ea0d23cf68e66790f56b13dfe5dd63441f6c8ce2924c03976f62b22b86aacca9,1,2021.06.14.18.42.45_veh-12_03445_03902,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.06.14.19.22.11_veh-38_01480_01860.db,2021.06.14.19.22.11_veh-38_01480_01860.db,226721792,2022-09-23T05:47:49+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,33f71d96fff5ee3259699bd7cadbd2f2ac76915293e3a577f259b9bbea0b84bb,15446,6330,895517b47e68304404a6544f9e69968ca43314b477bd73921ca01233ee9cd726,1,2021.06.14.19.22.11_veh-38_01480_01860,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.06.23.15.56.12_veh-16_00839_01285.db,2021.06.23.15.56.12_veh-16_00839_01285.db,242876416,2022-09-23T05:48:06+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,8f446887df7ff26cf39c56fbce23750adb8990bf695d3d0fba5146733c1afcbe,9586,6623,1893b5ff3fd8d4ad66f5968c8ef6a3a56f0bd8fb0709bfb8c1c180b186ee02b6,1,2021.06.23.15.56.12_veh-16_00839_01285,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.06.23.16.54.19_veh-35_00808_01256.db,2021.06.23.16.54.19_veh-35_00808_01256.db,265089024,2022-09-23T05:48:07+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,fbdd235cb33cf187c263602d4ccc930fb57b19e23fc37bdb77c5f1f201371e1b,12379,6848,3b7dcf7e709fc6143241aa11f3b589639ebd72153d109569f606b55d90ba37e0,1,2021.06.23.16.54.19_veh-35_00808_01256,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.06.23.17.31.36_veh-16_00016_00377.db,2021.06.23.17.31.36_veh-16_00016_00377.db,218189824,2022-09-23T05:48:07+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,0b8fab69604ba354148ef717f532c06a48f806dcd6cdf32f422acb43278ad4e6,15942,6325,75a61649416c05c35472295c9f5e9a761d0148c77e60a891b5ae410f0914593b,1,2021.06.23.17.31.36_veh-16_00016_00377,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.06.23.20.43.31_veh-16_03607_04007.db,2021.06.23.20.43.31_veh-16_03607_04007.db,336478208,2022-09-23T05:30:13+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,d18f1cb44101aba261cd67700c8296a5c4a614a01976dc2e1fe5081863132164,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1,2021.06.23.20.43.31_veh-16_03607_04007,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.06.28.15.02.02_veh-38_02398_02848.db,2021.06.28.15.02.02_veh-38_02398_02848.db,196005888,2022-09-23T05:48:15+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,47ca9694076931314a46288c759a4c40221c13fed9e5e8fc29cb7da8405c79c0,13514,6458,019582074c686c951afb156f0e1a5abdf849e14b8818f8ee01185b54232a12b3,1,2021.06.28.15.02.02_veh-38_02398_02848,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.06.28.16.29.11_veh-38_01415_01821.db,2021.06.28.16.29.11_veh-38_01415_01821.db,275554304,2022-09-23T05:48:16+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,8301cf667d7e08d394ba9832d51c3308a9d9b0627181a01dad7cf08053795c0d,13076,6484,407a3192614a5695f72e47c07d7020100d055de8696129cc1377336035443e0e,1,2021.06.28.16.29.11_veh-38_01415_01821,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.06.28.16.29.11_veh-38_03263_03766.db,2021.06.28.16.29.11_veh-38_03263_03766.db,260046848,2022-09-23T05:48:17+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,a7af99eb740d02570852bfce71ffd4de51988a20ca42a4b63af59a9e72b7b804,17083,8213,9752db7f766019da7472c639fc11acc6fca5513c7422c9a7f142a4aee7e57ad1,1,2021.06.28.16.29.11_veh-38_03263_03766,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.06.28.16.57.59_veh-26_00016_00484.db,2021.06.28.16.57.59_veh-26_00016_00484.db,263745536,2022-09-23T05:48:17+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,b066717a0ed275048ae6d16aa451dfef3cf72a8c802b66ae320632193841b4e5,15735,7252,29221c6486b08e13a4e9a223c2c65b22c0802336faefde224d8f1a57985f4927,1,2021.06.28.16.57.59_veh-26_00016_00484,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.07.09.17.06.37_veh-35_00258_00748.db,2021.07.09.17.06.37_veh-35_00258_00748.db,270643200,2022-09-23T05:48:48+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,e8d711c3de9b620bbb57f98416995d1ba772e443acb454b5c3d3519663a94c57,19992,7869,63b359316ff96bdc67859b71679a317a777b924998aba035ea19e0b6006e5e07,1,2021.07.09.17.06.37_veh-35_00258_00748,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.07.09.20.59.12_veh-38_01208_01692.db,2021.07.09.20.59.12_veh-38_01208_01692.db,296345600,2022-09-23T05:30:15+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,db76747c38327b4b84ad2b72fd9f6e40a6e3fb48249e128bbf7002b297b71140,12279,7629,5f3ba336528a5dcc50b268176381caf9c7da426c3398d663afd268f408b61a5d,1,2021.07.09.20.59.12_veh-38_01208_01692,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.07.16.00.51.05_veh-17_01352_01901.db,2021.07.16.00.51.05_veh-17_01352_01901.db,431718400,2022-09-23T05:49:00+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,3ccae4b368e92de4cc013f571f72b3b819f5a6bbc4504068238c735fd849e11e,16897,7881,fa51cf01d917c9f18b93ad566659d7fd0b62c76579266d06a45280637ad3e1cd,1,2021.07.16.00.51.05_veh-17_01352_01901,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.07.16.18.06.21_veh-38_03231_03712.db,2021.07.16.18.06.21_veh-38_03231_03712.db,302292992,2022-09-23T05:49:02+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,1e2751c56574904121d6829ff14af5357586e2506e5cd5aeb23ba2b6f82fb6bd,23453,7864,a55945e433d9e6cadfffcf2741abbccecebc5b25b45bcc3ace20ac892dd556e1,1,2021.07.16.18.06.21_veh-38_03231_03712,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.07.16.18.06.21_veh-38_04471_04922.db,2021.07.16.18.06.21_veh-38_04471_04922.db,258076672,2022-09-23T05:49:02+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,27758c114c36e120aadf9590154340283b91cf117ab3ada09814cbf59c43c4fd,14918,7278,d795476f3e47d2b500e725e7fb4c9ee628bbfd8a4e2456a17c69bae8be98755d,1,2021.07.16.18.06.21_veh-38_04471_04922,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.07.16.18.06.21_veh-38_04933_05307.db,2021.07.16.18.06.21_veh-38_04933_05307.db,354758656,2022-09-23T05:49:02+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,0a6d308c60a00a22ee6adcfc0f4a4c9d63a9c71a87a90996aa94f9c6590480f6,22683,6224,02f017156683e01fa0925fb9da6fcc6b0b90b641f4b817a3a4cf75aa28f3a7e8,1,2021.07.16.18.06.21_veh-38_04933_05307,las_vegas,us-nv-las-vegas-strip,True,READY,
mini,/Users/liuqing/Projects/01_E2E_QA_Code/nuplan/dataset/data/cache/mini/2021.07.16.18.19.22_veh-35_00440_00858.db,2021.07.16.18.19.22_veh-35_00440_00858.db,296091648,2022-09-23T05:49:03+00:00,True,bb9292e2ba0ac6dd0635e44292adac8a3830c7282c2f1f8cd8eb399f76931bd2,7bf8d405a71ee01877c7c2532ed2f2ffaea08cf636d21ad216e2780457ece614,23339,6737,1ce904f99cfa09cdd52a6196af56d1324ad8ec3d78cb9b2a701fa3b98e80b83d,1,2021.07.16.18.19.22_veh-35_00440_00858,las_vegas,us-nv-las-vegas-strip,True,READY,
