session_id,exposure_class,raw_candidate_scenarios,ranked_candidates_examined,representative_log_id,representative_scenario_token,source_provenance_status,representative_source_partition,representative_source_database_fingerprint_sha256,selection_rank_sha256,execution_initial_speed_available,execution_initial_speed_mps,initial_speed_ge_3_61,native_route_available,native_route_identity,route_reference_complete,map_support_available,scenario_loadable_metadata_only,precontext_fields_available,precontext_id,production_executor_compatible,duplicate_alias_status,static_eligibility_status,exclusion_reason,ambiguity_reason,final_primary_roster_member
2021.06.08.16.31.33_veh-38,E1_UNRELATED_HISTORICAL_USE,7287,4,2021.06.08.16.31.33_veh-38_01589_02072,b8b71961685f5a2f,COMPLETE,mini,9f56ca56f595558b215371702ba809dbdaaf04a5ccca5507f209de5475c4013b,002cf819b65c22e53da73126ecbfc85964f661d0e653c3d5d4acf5bf8473a664,true,9.646268,true,true,c4fc37a71ef89a184590e441ad8e3c9307daf318a5d69bebb14b85d1d1556363,true,true,true,true,70b9f7224d06db2475b38e91c122d155350064a79882d3fd57d8f1e66a83e342,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.06.09.11.54.15_veh-12,E1_UNRELATED_HISTORICAL_USE,5934,6,2021.06.09.11.54.15_veh-12_04366_04810,7f458dabb6795290,COMPLETE,mini,5c930ee5ab63789e573a46c18d101db61d9de9a8467ba24d0f97dfb34816159c,003bab278ec39ee3606134957de8ac5e1236c0c3aaf9176a418cb65b459c323f,true,5.250501,true,true,380a71ecba83435692159fbd6a012f692555b731a5ee0a104faeb0d10750156a,true,true,true,true,02a6c7d177911c9e5bfd75a0b610c7fa557106c723c7fbeb9b51a181243874b9,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.06.09.12.39.51_veh-26,E5_UNTOUCHED_CONFIRMATORY,12376,6,2021.06.09.12.39.51_veh-26_01943_02303,2e29ac6a3c9e53a7,COMPLETE,mini,1b890447b0132d2118c77c0468c79a5710e472df0bfecf7bf4101a7b59dc8f51,0032ffc9a90a5d6b2818a736ab09956d4bdeae6cfdbdb91e3452a11d0ce8e4d5,true,9.938513,true,true,b57726085a8e184d48c3a3954ac0e2382519c2f2fa6c7ffd3f51af5f08fc4fc6,true,true,true,true,a88cfdbb68f06cafa5586c1ec58496eec2c5718f99168e3fe4c1d889cabb1ce1,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.06.09.14.03.17_veh-12,E3_PRIMARY_METHOD_DEVELOPMENT,6138,0,,,COMPLETE,,,,false,,false,false,,false,false,false,false,,false,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_INELIGIBLE,EXPOSURE_POLICY_E3_E4,,false
2021.06.09.14.58.55_veh-35,E1_UNRELATED_HISTORICAL_USE,12759,5,2021.06.09.14.58.55_veh-35_01894_02311,ce51ddd8428556d1,COMPLETE,mini,28bcff2a697640f09add4a7eb0c33a710fb3f79a8cc6132f780f8d3814e7fc5d,0027e256f7c3c7071d9a48cc8e4d3518c6d2d45fbc51ffdf6ca813323988b7b1,true,3.673220,true,true,6db13655f62bc7dab6c874e67fe398ac9883500bfa1d33cfd314bc6bf05c5c1b,true,true,true,true,d11e6a8503e87f9853722eea1622ab5bbdac0ce360f17e04a3236de609f9a263,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.06.09.17.23.18_veh-38,E3_PRIMARY_METHOD_DEVELOPMENT,14437,0,,,COMPLETE,,,,false,,false,false,,false,false,false,false,,false,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_INELIGIBLE,EXPOSURE_POLICY_E3_E4,,false
2021.06.09.17.37.09_veh-12,E3_PRIMARY_METHOD_DEVELOPMENT,5991,0,,,COMPLETE,,,,false,,false,false,,false,false,false,false,,false,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_INELIGIBLE,EXPOSURE_POLICY_E3_E4,,false
2021.06.14.16.32.09_veh-35,E3_PRIMARY_METHOD_DEVELOPMENT,6716,0,,,COMPLETE,,,,false,,false,false,,false,false,false,false,,false,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_INELIGIBLE,EXPOSURE_POLICY_E3_E4,,false
2021.06.14.16.48.02_veh-12,E3_PRIMARY_METHOD_DEVELOPMENT,12134,0,,,COMPLETE,,,,false,,false,false,,false,false,false,false,,false,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_INELIGIBLE,EXPOSURE_POLICY_E3_E4,,false
2021.06.14.17.26.26_veh-38,E1_UNRELATED_HISTORICAL_USE,5930,1,2021.06.14.17.26.26_veh-38_04544_04920,85650262a42b5093,COMPLETE,mini,18d10b26f4b470e8457df5bd0861cb9154287fcfd2f0b7a40f471f8574e6d67c,000a1c431940488e79945258e0d53769e3ddd32d1e385bae3c13f0938cde5341,true,6.030392,true,true,8078d2b39b8070d4abb770a16e9aaa24df1b57fe91ab50380665b6364ad04f51,true,true,true,true,c33bf8640716f2962de93fceea5ae7ceb624659672cfc5b2063e437baa10f6ca,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.06.14.18.33.41_veh-35,E1_UNRELATED_HISTORICAL_USE,4934,5,2021.06.14.18.33.41_veh-35_03901_04264,a9839b915307500b,COMPLETE,mini,e73d3dc41a8d08afcda555cfac84c8cd91f952bec90ece70181f5b3beb5b2189,0050cd7e8bf6847f13e17a81773acabfa84a72400d01a3edaf5ffb7452050277,true,3.642420,true,true,6014096fc9029171a81382ad8a5131e0b643787e0e8c77dc261e336621fc06b4,true,true,true,true,299ffdaff13ab6177b189da37b6f14f36f7c48807ba0fe2c3c9c38d10ed46ad1,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.06.14.18.42.45_veh-12,E1_UNRELATED_HISTORICAL_USE,8182,1,2021.06.14.18.42.45_veh-12_03445_03902,b3c6c44e95045321,COMPLETE,mini,530b133be15d7d8399c18152e47bed88b6517a5dcd1ed83e65703193fe7a68aa,0003162aef31975e80f05c6bfc57586b66ad7be98a8fba83a9a1cceb5fc6ede9,true,9.341519,true,true,522d466a8aaace58005347cc46622abd394d31a8511e6615b0b7ca2f4f37752c,true,true,true,true,097de65f7037114bf9396e0c1c31d66e9aa0a8569c44806ea6af28ac567498a2,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.06.14.19.22.11_veh-38,E3_PRIMARY_METHOD_DEVELOPMENT,6330,0,,,COMPLETE,,,,false,,false,false,,false,false,false,false,,false,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_INELIGIBLE,EXPOSURE_POLICY_E3_E4,,false
2021.06.23.15.56.12_veh-16,E3_PRIMARY_METHOD_DEVELOPMENT,6623,0,,,COMPLETE,,,,false,,false,false,,false,false,false,false,,false,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_INELIGIBLE,EXPOSURE_POLICY_E3_E4,,false
2021.06.23.16.54.19_veh-35,E3_PRIMARY_METHOD_DEVELOPMENT,6848,0,,,COMPLETE,,,,false,,false,false,,false,false,false,false,,false,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_INELIGIBLE,EXPOSURE_POLICY_E3_E4,,false
2021.06.23.17.31.36_veh-16,E1_UNRELATED_HISTORICAL_USE,6325,2,2021.06.23.17.31.36_veh-16_00016_00377,5672e0979e7a5407,COMPLETE,mini,0b8fab69604ba354148ef717f532c06a48f806dcd6cdf32f422acb43278ad4e6,0025d0c8756b871a96017ea11067f447452e76cdcbf63100ec5d739b21f8490e,true,5.472454,true,true,bb89ebd8f1167778197f7a995a3980ea9fbb774024f9a2c31d6c7255843b2aa7,true,true,true,true,4e8ce1da51aa54243e52137e3ba48fd287d717f68fb29bb9bba78ce90dbdc574,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.06.28.15.02.02_veh-38,E3_PRIMARY_METHOD_DEVELOPMENT,6458,0,,,COMPLETE,,,,false,,false,false,,false,false,false,false,,false,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_INELIGIBLE,EXPOSURE_POLICY_E3_E4,,false
2021.06.28.16.29.11_veh-38,E3_PRIMARY_METHOD_DEVELOPMENT,14697,0,,,COMPLETE,,,,false,,false,false,,false,false,false,false,,false,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_INELIGIBLE,EXPOSURE_POLICY_E3_E4,,false
2021.06.28.16.57.59_veh-26,E3_PRIMARY_METHOD_DEVELOPMENT,7252,0,,,COMPLETE,,,,false,,false,false,,false,false,false,false,,false,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_INELIGIBLE,EXPOSURE_POLICY_E3_E4,,false
2021.07.09.17.06.37_veh-35,E1_UNRELATED_HISTORICAL_USE,7869,4,2021.07.09.17.06.37_veh-35_00258_00748,e7a31b3406f35ff6,COMPLETE,mini,e8d711c3de9b620bbb57f98416995d1ba772e443acb454b5c3d3519663a94c57,0014edad5c40bc129077f02c7d79b3808fa8b50544768bfb024c4881d54cf7b7,true,13.863889,true,true,61c5a1aa71cf573e94f302bc6fb5ac600cb095fa74aabb7ea229797179ae0a0d,true,true,true,true,aa4246955a92449c96fcc507143be06a430977174c5d1b20304f39dd4de77dcf,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.07.09.20.59.12_veh-38,E3_PRIMARY_METHOD_DEVELOPMENT,7629,0,,,COMPLETE,,,,false,,false,false,,false,false,false,false,,false,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_INELIGIBLE,EXPOSURE_POLICY_E3_E4,,false
2021.07.16.00.51.05_veh-17,E1_UNRELATED_HISTORICAL_USE,7881,6,2021.07.16.00.51.05_veh-17_01352_01901,d6b96c66b5b856fb,COMPLETE,mini,3ccae4b368e92de4cc013f571f72b3b819f5a6bbc4504068238c735fd849e11e,0025eaca486b9552463d83f68626ca46990f7bad91464b6897175b851bae373f,true,5.538518,true,true,c7e3e08082a2faa0e3d24a119095ffdc208d4e3815bf01a961d3890712166029,true,true,true,true,fd342cda6dc28c26fd8abe6284e27e62c6b3c26370239ef25dede08290151aad,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.07.16.18.06.21_veh-38,E3_PRIMARY_METHOD_DEVELOPMENT,21366,0,,,COMPLETE,,,,false,,false,false,,false,false,false,false,,false,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_INELIGIBLE,EXPOSURE_POLICY_E3_E4,,false
2021.07.16.18.19.22_veh-35,E1_UNRELATED_HISTORICAL_USE,6737,3,2021.07.16.18.19.22_veh-35_00440_00858,d20658b631ea5d30,COMPLETE,mini,7bf8d405a71ee01877c7c2532ed2f2ffaea08cf636d21ad216e2780457ece614,001ad05ab3f5306584bd0e9d2f2659b11c63d5130dc2254f58646eebfb0419cd,true,6.307455,true,true,2fc330b981c8f05976c25a9e10d164d6ac29359fd1f6249722c0349483ba901d,true,true,true,true,552d51315e725456ee9fbfaaf5e01753988f1542b79802e58ec84b4f29298746,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.07.16.20.45.29_veh-35,E3_PRIMARY_METHOD_DEVELOPMENT,13992,0,,,COMPLETE,,,,false,,false,false,,false,false,false,false,,false,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_INELIGIBLE,EXPOSURE_POLICY_E3_E4,,false
2021.07.24.20.37.45_veh-17,E1_UNRELATED_HISTORICAL_USE,5138,4,2021.07.24.20.37.45_veh-17_00015_00375,0f715a4d91c85664,COMPLETE,mini,815285fdd78b826cf36da838120eed687bfb074eca3b0e78f60d1d4b0cfb9dd4,00221f65237c84221f9cb22acc466ac25ab040a5c5a216ad680166f94270f2e8,true,10.318135,true,true,775d203159da390e17aded57e336de06d7e77fbcd86802f64337b1f0d5c09407,true,true,true,true,468fbad7d26c12f69994f04fdbe27917da6d3ea1789b67c6872be58a8c68404a,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.07.24.23.50.16_veh-17,E3_PRIMARY_METHOD_DEVELOPMENT,5879,0,,,COMPLETE,,,,false,,false,false,,false,false,false,false,,false,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_INELIGIBLE,EXPOSURE_POLICY_E3_E4,,false
2021.08.09.17.55.59_veh-28,E5_UNTOUCHED_CONFIRMATORY,5121,12,2021.08.09.17.55.59_veh-28_00021_00307,b8d7997a92725080,COMPLETE,mini,67d7169a4c71dd8c0965e5ef576c3a5a734becb32e241a8f9fe427417ccc9761,0041bb9d8c02edc2748e1a7e11a40665828dd949cb2537ebbabdb6f286ab8f4e,true,9.420299,true,true,9b54e886acea82adc4a04672f96183556b7a01c8b28219b1e4b617300bb120b4,true,true,true,true,e8ebbbd04b825b6a69da801a82b16d5889191a86e97e8837025e00898b2e3f03,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.17.13.10.50_veh-08,E2_BENCHMARK_ENGINEERING,14068,3,2021.08.17.13.10.50_veh-08_00122_00295,1b62357f0af159f2,COMPLETE,train_pittsburgh,08011e1dc4198cef15d0a4b0fc35b004fe478a8f89f7b86e7fb2d48bed4ffd3f,0007e463e1349717238031858bbb2b2473dc58145c0441782282d6de8a5f34a8,true,4.769163,true,true,b5296b652fb7d198730b2e8d72137d2b0891a90e3ef23aa90bb2b61ee73d19b6,true,true,true,true,11770cea39c233855da30f1a846cba5645ae3dcbc07f2fa051f327f656f53e18,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.17.13.15.12_veh-45,E1_UNRELATED_HISTORICAL_USE,25240,3,2021.08.17.13.15.12_veh-45_00324_00489,f22d3eb465355897,COMPLETE,train_pittsburgh,3b343efd7ec1917bc41bc06f0bc53338879e4864fd988bd51e42f49a19f56e97,0009785ce9274b673accaf86113de2f61dec0e95e03f6a89be0ee0d80d3b0666,true,8.304616,true,true,7b2ff1e2d94aa8f273e87711d5ae9085d86a251d8ba4ca79c33da5831c844b39,true,true,true,true,eaf3429619686a911dd9c62b7e3d5c4fc4b7d49287f55baa81e941747dd3e038,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.17.14.32.33_veh-08,E1_UNRELATED_HISTORICAL_USE,22310,1,2021.08.17.14.32.33_veh-08_00521_01051,343bff6840945c34,COMPLETE,train_pittsburgh,f7742631f59561e4179fcdb57da82d750d6ad25041af200ae290d05be1c89a38,0003558a560eab79f850f13f86bafd53007b899af8bc93b9268794cb684310aa,true,5.465175,true,true,6bf0985d2e8ac67ced6ec54d8523a414f970bab9d59e6585b77e57b514d1cb93,true,true,true,true,9f841f8f19e721df80f8fbc7513806bcbd8dca7c8e82e97160bb047db6133b58,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.17.14.45.12_veh-42,E1_UNRELATED_HISTORICAL_USE,21578,2,2021.08.17.14.45.12_veh-42_01119_01535,2be79e58eb545880,COMPLETE,train_pittsburgh,42e8d85b46ab1f5a51208235c7c5161cd94d10bb97191e3b335ef428d4c39915,0008c28985e1d87d26ee6f6b814e2ca4a2beb51cceba4d1f6b9cff20550a646a,true,7.958659,true,true,0fde7ad9859b5ab8ea5d3af427def7c84b4d7475c3ce7ac264367179d24a4be3,true,true,true,true,790ff20f4925efd2a6d23618a382b62ae6b11510bc0ce411b63072689f8a88a6,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.17.16.48.45_veh-43,E2_BENCHMARK_ENGINEERING,42859,1,2021.08.17.16.48.45_veh-43_02070_02652,d28cd3b626a258ef,COMPLETE,train_pittsburgh,7f912007bc1192ea9521b30ba45c651178386e974bb90021af117851180a0573,00033996c8a20cbe41e916c31441570030f8615c49e8200e8d8bc54c5af8dd8a,true,12.560950,true,true,a9c89f1858c69ab21dbf941283873905a0780e5070b6f9c0723742873124425e,true,true,true,true,19ddbccfaba5015756c6814244c608c1c712fd2a65a5e07ff9e805fc6b3f7285,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.17.16.57.11_veh-08,E3_PRIMARY_METHOD_DEVELOPMENT,18749,0,,,COMPLETE,,,,false,,false,false,,false,false,false,false,,false,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_INELIGIBLE,EXPOSURE_POLICY_E3_E4,,false
2021.08.17.17.17.01_veh-45,E3_PRIMARY_METHOD_DEVELOPMENT,29761,0,,,COMPLETE,,,,false,,false,false,,false,false,false,false,,false,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_INELIGIBLE,EXPOSURE_POLICY_E3_E4,,false
2021.08.17.17.55.18_veh-43,E1_UNRELATED_HISTORICAL_USE,16892,6,2021.08.17.17.55.18_veh-43_00802_01030,9212a4453ca65876,COMPLETE,train_pittsburgh,bd84b4bef7e4d77c5ca148f06b0a3a85b5b48177e4793c9c180caa7c0cc33a34,000ffdb3e3f3790ffe49f0458a30a08d3a8bfcb2c7b008c34a854480ae25f57c,true,7.785004,true,true,0c53617021bf99fef78613a2ff6308da9e784eac91512f4b348d3fd2484aaa76,true,true,true,true,fd0291a27642895a73dc779cba682c1a7dc12cfed2a268852de6a0276c599efb,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.17.18.11.12_veh-08,E1_UNRELATED_HISTORICAL_USE,20867,6,2021.08.17.18.11.12_veh-08_00234_00611,929f8733ef575f88,COMPLETE,train_pittsburgh,6ac2e9aaad6574ac7e512d39c39247b83cf7b4235ad3beff7282577cb85be737,001709ad2b2fca5762b1b095d9f69d645f5c8ba3507eea2ff5187cfe5b633f9d,true,12.344907,true,true,b12947a574ab13fac198ddab1b50ea49d658207fd2a55ade39af30c8799238a4,true,true,true,true,f03586e1a29d721ad55b51f5d62e4a94613d1df99a67a265b2de01c754de3f24,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.17.18.13.38_veh-45,E1_UNRELATED_HISTORICAL_USE,21935,6,2021.08.17.18.13.38_veh-45_00410_00618,99fb3b0e352f595b,COMPLETE,train_pittsburgh,22a0c1f28a7f85c8b80abff5e5419a8a7f058867b7cf0afe7436a918b927618e,000a54c68c28cccd3c8cd21191544bb63df7a584a960bdfff8d730afb34c68d8,true,8.292594,true,true,511efe7da687fef803f6dabe657f1bad12ee2094e4c89503ef8dde4935959b25,true,true,true,true,609d95c98ad488a9b25ac19c785dce802a77166550fef58f6ff7bd01f7f7e509,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.17.18.44.32_veh-08,E1_UNRELATED_HISTORICAL_USE,17746,15,2021.08.17.18.44.32_veh-08_00873_01540,cbf5f0c8aff554a5,COMPLETE,train_pittsburgh,1cb3c75b746cb01223b66bddc8ff4126c3ee131fd5d109fa453737e80e61130c,002a535f4bb81c2d49b0b373517a052149c196474d72bd29d128652230561fdf,true,7.012733,true,true,a65b6cfed5fe7a28338612e8dd3c239d55e9182cebb328adf38d4153b8d7cd3c,true,true,true,true,7ab1d82cdde094fc7bcfb3c55cd9944c0b0ded68c1ba3a97c76df7b60df04bb5,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.17.18.54.02_veh-45,E1_UNRELATED_HISTORICAL_USE,28285,13,2021.08.17.18.54.02_veh-45_02202_02416,c531088f238856b5,COMPLETE,train_pittsburgh,a45bf2f0154b87d64b030bea4791a483ac65fe30aed35fa3c0799389da046bdf,002f3bd17934645607072ba1588f924b0648256c71f657c7c956a2d7e1c67f8c,true,10.981376,true,true,c08a3479d63a19b46b18b34d919ccdbf09b5965e1204dcd3643b36c40c0cee6c,true,true,true,true,0c102d272d4a3614186584518ea402d535b0c05124fa2ad1fcb14ab9703d757d,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.17.19.18.39_veh-08,E1_UNRELATED_HISTORICAL_USE,5898,2,2021.08.17.19.18.39_veh-08_00208_00380,d4d5aa15faae5acc,COMPLETE,train_pittsburgh,9e2ff522e81e0c9f3446c5aad0b1088d3e3e38037e38f65e16ff7d6e5b4b4ceb,0011579a0459ff2456717656f381a097494c407c5b07268bb69d8640e6247952,true,9.781190,true,true,d46134b7e9d0d2e58cf9073b829edb210946180e42f6917180a5bce72b873e4d,true,true,true,true,73d9da285941a8e8fe5776b04f352f444c84c55e12ba1c1e9bba72bfa60fdbf6,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
2021.08.19.14.06.23_veh-45,E2_BENCHMARK_ENGINEERING,28184,2,2021.08.19.14.06.23_veh-45_02208_02388,743e46e164a45f80,COMPLETE,train_pittsburgh,ed38f5b0cacee2f8b040b30774a82268adebfc51a606d8533122b741d77ba137,0004870d0c20c50d436548ba0e050d0ee1b6a9b0cab8cb35c648084088ce4ff9,true,8.499926,true,true,43aa583690f2a35f39b4cf5f74a74d19013a98d52314585e4e658efc1544a56c,true,true,true,true,228f58b9f0e01090346462712ba861882398bcc0947cb665495da151ed93cf88,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,STATIC_ELIGIBLE,,,false
