session_id,session_identity_status,exposure_class,v_policy_status,claim_a_raw_candidate,claim_b_raw_candidate,strict_c_raw_candidate,log_count,log_identity_status,scenario_count,scenario_token_inventory_status,timestamp_status,map_locations,map_support_status,source_fingerprint_complete,duplicate_identity_status,role_reservation_status,static_initial_speed_status,static_route_reference_status,required_ego_state_status,callback_schema_support_status,static_applicability_status,source_role_provenance_status,full_v_provenance_status,technical_binding_status,certified_v_status,statistical_cluster
2021.06.08.16.31.33_veh-38,COMPLETE_UNIQUE_FROZEN_SESSION_KEY,E1_UNRELATED_HISTORICAL_USE,CANDIDATE,true,true,false,1,COMPLETE_FROZEN_LOG_KEYS,7287,COMPLETE_FROZEN_COUNT_AND_HASH,COMPLETE_LOG_ACQUISITION_TIMESTAMP,las_vegas,MAP_METADATA_PRESENT_RUNTIME_SUPPORT_NOT_CERTIFIED,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,CANDIDATE_POOL_ONLY_NO_FINAL_V_OR_C_RESERVATION,AMBIGUOUS_EXECUTION_INITIAL_STATE_NOT_BOUND,AMBIGUOUS_OFFICIAL_NATIVE_ROUTE_NOT_BOUND,AMBIGUOUS_EXECUTION_EXTRACTION_NOT_BOUND,BLOCKED_PRODUCTION_CALLBACK_CHAIN_NOT_BOUND,AMBIGUOUS_METADATA_INCOMPLETE,COMPLETE,INCOMPLETE_PRECONTEXT_AND_EXECUTION_BINDING,BLOCKED_SHARED_ENGINEERING_CONTRACT,NOT_CERTIFIED,2021.06.08.16.31.33_veh-38
2021.06.09.11.54.15_veh-12,COMPLETE_UNIQUE_FROZEN_SESSION_KEY,E1_UNRELATED_HISTORICAL_USE,CANDIDATE,true,true,false,1,COMPLETE_FROZEN_LOG_KEYS,5934,COMPLETE_FROZEN_COUNT_AND_HASH,COMPLETE_LOG_ACQUISITION_TIMESTAMP,las_vegas,MAP_METADATA_PRESENT_RUNTIME_SUPPORT_NOT_CERTIFIED,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,CANDIDATE_POOL_ONLY_NO_FINAL_V_OR_C_RESERVATION,AMBIGUOUS_EXECUTION_INITIAL_STATE_NOT_BOUND,AMBIGUOUS_OFFICIAL_NATIVE_ROUTE_NOT_BOUND,AMBIGUOUS_EXECUTION_EXTRACTION_NOT_BOUND,BLOCKED_PRODUCTION_CALLBACK_CHAIN_NOT_BOUND,AMBIGUOUS_METADATA_INCOMPLETE,COMPLETE,INCOMPLETE_PRECONTEXT_AND_EXECUTION_BINDING,BLOCKED_SHARED_ENGINEERING_CONTRACT,NOT_CERTIFIED,2021.06.09.11.54.15_veh-12
2021.06.09.12.39.51_veh-26,COMPLETE_UNIQUE_FROZEN_SESSION_KEY,E5_UNTOUCHED_CONFIRMATORY,CANDIDATE,true,true,true,2,COMPLETE_FROZEN_LOG_KEYS,12376,COMPLETE_FROZEN_COUNT_AND_HASH,COMPLETE_LOG_ACQUISITION_TIMESTAMP,las_vegas,MAP_METADATA_PRESENT_RUNTIME_SUPPORT_NOT_CERTIFIED,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,CANDIDATE_POOL_ONLY_NO_FINAL_V_OR_C_RESERVATION,AMBIGUOUS_EXECUTION_INITIAL_STATE_NOT_BOUND,AMBIGUOUS_OFFICIAL_NATIVE_ROUTE_NOT_BOUND,AMBIGUOUS_EXECUTION_EXTRACTION_NOT_BOUND,BLOCKED_PRODUCTION_CALLBACK_CHAIN_NOT_BOUND,AMBIGUOUS_METADATA_INCOMPLETE,COMPLETE,INCOMPLETE_PRECONTEXT_AND_EXECUTION_BINDING,BLOCKED_SHARED_ENGINEERING_CONTRACT,NOT_CERTIFIED,2021.06.09.12.39.51_veh-26
2021.06.09.14.03.17_veh-12,COMPLETE_UNIQUE_FROZEN_SESSION_KEY,E3_PRIMARY_METHOD_DEVELOPMENT,EXCLUDED_E3_E4,false,false,false,1,COMPLETE_FROZEN_LOG_KEYS,6138,COMPLETE_FROZEN_COUNT_AND_HASH,COMPLETE_LOG_ACQUISITION_TIMESTAMP,las_vegas,NOT_ASSESSED_POLICY_EXCLUDED,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,DEVELOPMENT_ONLY_EXCLUDED_FROM_PRIMARY_V,NOT_ASSESSED_POLICY_EXCLUDED,NOT_ASSESSED_POLICY_EXCLUDED,NOT_ASSESSED_POLICY_EXCLUDED,NOT_APPLICABLE_POLICY_EXCLUDED,INELIGIBLE_E3_E4,COMPLETE,NOT_APPLICABLE_POLICY_EXCLUDED,NOT_APPLICABLE_POLICY_EXCLUDED,NOT_CERTIFIED,2021.06.09.14.03.17_veh-12
2021.06.09.14.58.55_veh-35,COMPLETE_UNIQUE_FROZEN_SESSION_KEY,E1_UNRELATED_HISTORICAL_USE,CANDIDATE,true,true,false,2,COMPLETE_FROZEN_LOG_KEYS,12759,COMPLETE_FROZEN_COUNT_AND_HASH,COMPLETE_LOG_ACQUISITION_TIMESTAMP,las_vegas,MAP_METADATA_PRESENT_RUNTIME_SUPPORT_NOT_CERTIFIED,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,CANDIDATE_POOL_ONLY_NO_FINAL_V_OR_C_RESERVATION,AMBIGUOUS_EXECUTION_INITIAL_STATE_NOT_BOUND,AMBIGUOUS_OFFICIAL_NATIVE_ROUTE_NOT_BOUND,AMBIGUOUS_EXECUTION_EXTRACTION_NOT_BOUND,BLOCKED_PRODUCTION_CALLBACK_CHAIN_NOT_BOUND,AMBIGUOUS_METADATA_INCOMPLETE,COMPLETE,INCOMPLETE_PRECONTEXT_AND_EXECUTION_BINDING,BLOCKED_SHARED_ENGINEERING_CONTRACT,NOT_CERTIFIED,2021.06.09.14.58.55_veh-35
2021.06.09.17.23.18_veh-38,COMPLETE_UNIQUE_FROZEN_SESSION_KEY,E3_PRIMARY_METHOD_DEVELOPMENT,EXCLUDED_E3_E4,false,false,false,2,COMPLETE_FROZEN_LOG_KEYS,14437,COMPLETE_FROZEN_COUNT_AND_HASH,COMPLETE_LOG_ACQUISITION_TIMESTAMP,las_vegas,NOT_ASSESSED_POLICY_EXCLUDED,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,DEVELOPMENT_ONLY_EXCLUDED_FROM_PRIMARY_V,NOT_ASSESSED_POLICY_EXCLUDED,NOT_ASSESSED_POLICY_EXCLUDED,NOT_ASSESSED_POLICY_EXCLUDED,NOT_APPLICABLE_POLICY_EXCLUDED,INELIGIBLE_E3_E4,COMPLETE,NOT_APPLICABLE_POLICY_EXCLUDED,NOT_APPLICABLE_POLICY_EXCLUDED,NOT_CERTIFIED,2021.06.09.17.23.18_veh-38
2021.06.09.17.37.09_veh-12,COMPLETE_UNIQUE_FROZEN_SESSION_KEY,E3_PRIMARY_METHOD_DEVELOPMENT,EXCLUDED_E3_E4,false,false,false,1,COMPLETE_FROZEN_LOG_KEYS,5991,COMPLETE_FROZEN_COUNT_AND_HASH,COMPLETE_LOG_ACQUISITION_TIMESTAMP,las_vegas,NOT_ASSESSED_POLICY_EXCLUDED,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,DEVELOPMENT_ONLY_EXCLUDED_FROM_PRIMARY_V,NOT_ASSESSED_POLICY_EXCLUDED,NOT_ASSESSED_POLICY_EXCLUDED,NOT_ASSESSED_POLICY_EXCLUDED,NOT_APPLICABLE_POLICY_EXCLUDED,INELIGIBLE_E3_E4,COMPLETE,NOT_APPLICABLE_POLICY_EXCLUDED,NOT_APPLICABLE_POLICY_EXCLUDED,NOT_CERTIFIED,2021.06.09.17.37.09_veh-12
2021.06.14.16.32.09_veh-35,COMPLETE_UNIQUE_FROZEN_SESSION_KEY,E3_PRIMARY_METHOD_DEVELOPMENT,EXCLUDED_E3_E4,false,false,false,1,COMPLETE_FROZEN_LOG_KEYS,6716,COMPLETE_FROZEN_COUNT_AND_HASH,COMPLETE_LOG_ACQUISITION_TIMESTAMP,las_vegas,NOT_ASSESSED_POLICY_EXCLUDED,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,DEVELOPMENT_ONLY_EXCLUDED_FROM_PRIMARY_V,NOT_ASSESSED_POLICY_EXCLUDED,NOT_ASSESSED_POLICY_EXCLUDED,NOT_ASSESSED_POLICY_EXCLUDED,NOT_APPLICABLE_POLICY_EXCLUDED,INELIGIBLE_E3_E4,COMPLETE,NOT_APPLICABLE_POLICY_EXCLUDED,NOT_APPLICABLE_POLICY_EXCLUDED,NOT_CERTIFIED,2021.06.14.16.32.09_veh-35
2021.06.14.16.48.02_veh-12,COMPLETE_UNIQUE_FROZEN_SESSION_KEY,E3_PRIMARY_METHOD_DEVELOPMENT,EXCLUDED_E3_E4,false,false,false,2,COMPLETE_FROZEN_LOG_KEYS,12134,COMPLETE_FROZEN_COUNT_AND_HASH,COMPLETE_LOG_ACQUISITION_TIMESTAMP,las_vegas,NOT_ASSESSED_POLICY_EXCLUDED,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,DEVELOPMENT_ONLY_EXCLUDED_FROM_PRIMARY_V,NOT_ASSESSED_POLICY_EXCLUDED,NOT_ASSESSED_POLICY_EXCLUDED,NOT_ASSESSED_POLICY_EXCLUDED,NOT_APPLICABLE_POLICY_EXCLUDED,INELIGIBLE_E3_E4,COMPLETE,NOT_APPLICABLE_POLICY_EXCLUDED,NOT_APPLICABLE_POLICY_EXCLUDED,NOT_CERTIFIED,2021.06.14.16.48.02_veh-12
2021.06.14.17.26.26_veh-38,COMPLETE_UNIQUE_FROZEN_SESSION_KEY,E1_UNRELATED_HISTORICAL_USE,CANDIDATE,true,true,false,1,COMPLETE_FROZEN_LOG_KEYS,5930,COMPLETE_FROZEN_COUNT_AND_HASH,COMPLETE_LOG_ACQUISITION_TIMESTAMP,las_vegas,MAP_METADATA_PRESENT_RUNTIME_SUPPORT_NOT_CERTIFIED,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,CANDIDATE_POOL_ONLY_NO_FINAL_V_OR_C_RESERVATION,AMBIGUOUS_EXECUTION_INITIAL_STATE_NOT_BOUND,AMBIGUOUS_OFFICIAL_NATIVE_ROUTE_NOT_BOUND,AMBIGUOUS_EXECUTION_EXTRACTION_NOT_BOUND,BLOCKED_PRODUCTION_CALLBACK_CHAIN_NOT_BOUND,AMBIGUOUS_METADATA_INCOMPLETE,COMPLETE,INCOMPLETE_PRECONTEXT_AND_EXECUTION_BINDING,BLOCKED_SHARED_ENGINEERING_CONTRACT,NOT_CERTIFIED,2021.06.14.17.26.26_veh-38
2021.06.14.18.33.41_veh-35,COMPLETE_UNIQUE_FROZEN_SESSION_KEY,E1_UNRELATED_HISTORICAL_USE,CANDIDATE,true,true,false,1,COMPLETE_FROZEN_LOG_KEYS,4934,COMPLETE_FROZEN_COUNT_AND_HASH,COMPLETE_LOG_ACQUISITION_TIMESTAMP,las_vegas,MAP_METADATA_PRESENT_RUNTIME_SUPPORT_NOT_CERTIFIED,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,CANDIDATE_POOL_ONLY_NO_FINAL_V_OR_C_RESERVATION,AMBIGUOUS_EXECUTION_INITIAL_STATE_NOT_BOUND,AMBIGUOUS_OFFICIAL_NATIVE_ROUTE_NOT_BOUND,AMBIGUOUS_EXECUTION_EXTRACTION_NOT_BOUND,BLOCKED_PRODUCTION_CALLBACK_CHAIN_NOT_BOUND,AMBIGUOUS_METADATA_INCOMPLETE,COMPLETE,INCOMPLETE_PRECONTEXT_AND_EXECUTION_BINDING,BLOCKED_SHARED_ENGINEERING_CONTRACT,NOT_CERTIFIED,2021.06.14.18.33.41_veh-35
2021.06.14.18.42.45_veh-12,COMPLETE_UNIQUE_FROZEN_SESSION_KEY,E1_UNRELATED_HISTORICAL_USE,CANDIDATE,true,true,false,1,COMPLETE_FROZEN_LOG_KEYS,8182,COMPLETE_FROZEN_COUNT_AND_HASH,COMPLETE_LOG_ACQUISITION_TIMESTAMP,las_vegas,MAP_METADATA_PRESENT_RUNTIME_SUPPORT_NOT_CERTIFIED,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,CANDIDATE_POOL_ONLY_NO_FINAL_V_OR_C_RESERVATION,AMBIGUOUS_EXECUTION_INITIAL_STATE_NOT_BOUND,AMBIGUOUS_OFFICIAL_NATIVE_ROUTE_NOT_BOUND,AMBIGUOUS_EXECUTION_EXTRACTION_NOT_BOUND,BLOCKED_PRODUCTION_CALLBACK_CHAIN_NOT_BOUND,AMBIGUOUS_METADATA_INCOMPLETE,COMPLETE,INCOMPLETE_PRECONTEXT_AND_EXECUTION_BINDING,BLOCKED_SHARED_ENGINEERING_CONTRACT,NOT_CERTIFIED,2021.06.14.18.42.45_veh-12
2021.06.14.19.22.11_veh-38,COMPLETE_UNIQUE_FROZEN_SESSION_KEY,E3_PRIMARY_METHOD_DEVELOPMENT,EXCLUDED_E3_E4,false,false,false,1,COMPLETE_FROZEN_LOG_KEYS,6330,COMPLETE_FROZEN_COUNT_AND_HASH,COMPLETE_LOG_ACQUISITION_TIMESTAMP,las_vegas,NOT_ASSESSED_POLICY_EXCLUDED,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,DEVELOPMENT_ONLY_EXCLUDED_FROM_PRIMARY_V,NOT_ASSESSED_POLICY_EXCLUDED,NOT_ASSESSED_POLICY_EXCLUDED,NOT_ASSESSED_POLICY_EXCLUDED,NOT_APPLICABLE_POLICY_EXCLUDED,INELIGIBLE_E3_E4,COMPLETE,NOT_APPLICABLE_POLICY_EXCLUDED,NOT_APPLICABLE_POLICY_EXCLUDED,NOT_CERTIFIED,2021.06.14.19.22.11_veh-38
2021.06.23.15.56.12_veh-16,COMPLETE_UNIQUE_FROZEN_SESSION_KEY,E3_PRIMARY_METHOD_DEVELOPMENT,EXCLUDED_E3_E4,false,false,false,1,COMPLETE_FROZEN_LOG_KEYS,6623,COMPLETE_FROZEN_COUNT_AND_HASH,COMPLETE_LOG_ACQUISITION_TIMESTAMP,las_vegas,NOT_ASSESSED_POLICY_EXCLUDED,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,DEVELOPMENT_ONLY_EXCLUDED_FROM_PRIMARY_V,NOT_ASSESSED_POLICY_EXCLUDED,NOT_ASSESSED_POLICY_EXCLUDED,NOT_ASSESSED_POLICY_EXCLUDED,NOT_APPLICABLE_POLICY_EXCLUDED,INELIGIBLE_E3_E4,COMPLETE,NOT_APPLICABLE_POLICY_EXCLUDED,NOT_APPLICABLE_POLICY_EXCLUDED,NOT_CERTIFIED,2021.06.23.15.56.12_veh-16
2021.06.23.16.54.19_veh-35,COMPLETE_UNIQUE_FROZEN_SESSION_KEY,E3_PRIMARY_METHOD_DEVELOPMENT,EXCLUDED_E3_E4,false,false,false,1,COMPLETE_FROZEN_LOG_KEYS,6848,COMPLETE_FROZEN_COUNT_AND_HASH,COMPLETE_LOG_ACQUISITION_TIMESTAMP,las_vegas,NOT_ASSESSED_POLICY_EXCLUDED,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,DEVELOPMENT_ONLY_EXCLUDED_FROM_PRIMARY_V,NOT_ASSESSED_POLICY_EXCLUDED,NOT_ASSESSED_POLICY_EXCLUDED,NOT_ASSESSED_POLICY_EXCLUDED,NOT_APPLICABLE_POLICY_EXCLUDED,INELIGIBLE_E3_E4,COMPLETE,NOT_APPLICABLE_POLICY_EXCLUDED,NOT_APPLICABLE_POLICY_EXCLUDED,NOT_CERTIFIED,2021.06.23.16.54.19_veh-35
2021.06.23.17.31.36_veh-16,COMPLETE_UNIQUE_FROZEN_SESSION_KEY,E1_UNRELATED_HISTORICAL_USE,CANDIDATE,true,true,false,1,COMPLETE_FROZEN_LOG_KEYS,6325,COMPLETE_FROZEN_COUNT_AND_HASH,COMPLETE_LOG_ACQUISITION_TIMESTAMP,las_vegas,MAP_METADATA_PRESENT_RUNTIME_SUPPORT_NOT_CERTIFIED,true,NO_DUPLICATE_SESSION_ID_FROZEN_SOURCE_ALIASES_CANONICALIZED,CANDIDATE_POOL_ONLY_NO_FINAL_V_OR_C_RESERVATION,AMBIGUOUS_EXECUTION_INITIAL_STATE_NOT_BOUND,AMBIGUOUS_OFFICIAL_NATIVE_ROUTE_NOT_BOUND,AMBIGUOUS_EXECUTION_EXTRACTION_NOT_BOUND,BLOCKED_PRODUCTION_CALLBACK_CHAIN_NOT_BOUND,AMBIGUOUS_METADATA_INCOMPLETE,COMPLETE,INCOMPLETE_PRECONTEXT_AND_EXECUTION_BINDING,BLOCKED_SHARED_ENGINEERING_CONTRACT,NOT_CERTIFIED,2021.06.23.17.31.36_veh-16
