path,sha256,part,shard,row_count,shape,dtype,current_manifest,current_manifest_sha256,builder_path,builder_sha256,feature_code_path,feature_code_sha256,code_introducing_commit,code_binding_scope,discovered_at_utc,current_file_provenance_status,historical_ledger_status,historical_ledger,historical_ledger_sha256,historical_sha_claimed
outputs/stage6r_dynamic_full51_semantic_strict_part_09_18/shards/shard_000003/interaction_feat_style_raw.npy,03469264e0dc2c200d270d546f2c3d84e9a38ced350eea79c086c41fcb330057,stage6r_dynamic_full51_semantic_strict_part_09_18,shard_000003,5012,"[5012,33]",float32,outputs/stage6r_dynamic_full51_semantic_strict_v1/stage6r_dynamic_full51_manifest.json,c67391c26f70734ddecd38b95bcb81b744494383cf62bbfdeb4e024b1fe8305f,tools/build_waymo_dynamic_interaction_dataset_v2.py,1c0f8d77caf0b48a37fe47c673a4f9b293902fcbf1a58ada159f4572c90d1b79,tools/interaction_context_features.py,ccc6c149f9fa4d9ce7ac541c300415c7c4cc0b43dcb0cee827141fc865ef7293,fa37948ce909ef83930fb34ef65342b912af93cb,CURRENT_AND_GIT_TRACEABLE_NOT_ARTIFACT_BOUND_AT_GENERATION,2026-08-25T07:27:04.593531+00:00,CURRENT_FILE_PROVENANCE_VERIFIED,HISTORICAL_LEDGER_ENTRY_NOT_AVAILABLE,outputs/stage6r_dynamic_full51_semantic_strict_v1/stage6r_full51_sha256_ledger.json,e39e22354b11679eb66a43be2c658760ad627ac8b843452565225cecf8007d9e,false
outputs/stage6r_dynamic_full51_semantic_strict_part_09_18/shards/shard_000004/interaction_feat_style_raw.npy,d9d5b2f4709e50523c20cd136a2770d0f33fff37f5fe12a35562924bd594e8d8,stage6r_dynamic_full51_semantic_strict_part_09_18,shard_000004,5003,"[5003,33]",float32,outputs/stage6r_dynamic_full51_semantic_strict_v1/stage6r_dynamic_full51_manifest.json,c67391c26f70734ddecd38b95bcb81b744494383cf62bbfdeb4e024b1fe8305f,tools/build_waymo_dynamic_interaction_dataset_v2.py,1c0f8d77caf0b48a37fe47c673a4f9b293902fcbf1a58ada159f4572c90d1b79,tools/interaction_context_features.py,ccc6c149f9fa4d9ce7ac541c300415c7c4cc0b43dcb0cee827141fc865ef7293,fa37948ce909ef83930fb34ef65342b912af93cb,CURRENT_AND_GIT_TRACEABLE_NOT_ARTIFACT_BOUND_AT_GENERATION,2026-08-25T07:27:04.593531+00:00,CURRENT_FILE_PROVENANCE_VERIFIED,HISTORICAL_LEDGER_ENTRY_NOT_AVAILABLE,outputs/stage6r_dynamic_full51_semantic_strict_v1/stage6r_full51_sha256_ledger.json,e39e22354b11679eb66a43be2c658760ad627ac8b843452565225cecf8007d9e,false
outputs/stage6r_dynamic_full51_semantic_strict_part_09_18/shards/shard_000005/interaction_feat_style_raw.npy,b8689f71024c2f6e8781ea6bf0d4e0e43d51e0906d27d608200721fbfa83f650,stage6r_dynamic_full51_semantic_strict_part_09_18,shard_000005,4885,"[4885,33]",float32,outputs/stage6r_dynamic_full51_semantic_strict_v1/stage6r_dynamic_full51_manifest.json,c67391c26f70734ddecd38b95bcb81b744494383cf62bbfdeb4e024b1fe8305f,tools/build_waymo_dynamic_interaction_dataset_v2.py,1c0f8d77caf0b48a37fe47c673a4f9b293902fcbf1a58ada159f4572c90d1b79,tools/interaction_context_features.py,ccc6c149f9fa4d9ce7ac541c300415c7c4cc0b43dcb0cee827141fc865ef7293,fa37948ce909ef83930fb34ef65342b912af93cb,CURRENT_AND_GIT_TRACEABLE_NOT_ARTIFACT_BOUND_AT_GENERATION,2026-08-25T07:27:04.593531+00:00,CURRENT_FILE_PROVENANCE_VERIFIED,HISTORICAL_LEDGER_ENTRY_NOT_AVAILABLE,outputs/stage6r_dynamic_full51_semantic_strict_v1/stage6r_full51_sha256_ledger.json,e39e22354b11679eb66a43be2c658760ad627ac8b843452565225cecf8007d9e,false
outputs/stage6r_dynamic_full51_semantic_strict_part_18_27/shards/shard_000000/interaction_feat_style_raw.npy,3f4118ae2e4227319b0d6575a7677ba6375dc818249927aecd77a04e586eacb7,stage6r_dynamic_full51_semantic_strict_part_18_27,shard_000000,5002,"[5002,33]",float32,outputs/stage6r_dynamic_full51_semantic_strict_v1/stage6r_dynamic_full51_manifest.json,c67391c26f70734ddecd38b95bcb81b744494383cf62bbfdeb4e024b1fe8305f,tools/build_waymo_dynamic_interaction_dataset_v2.py,1c0f8d77caf0b48a37fe47c673a4f9b293902fcbf1a58ada159f4572c90d1b79,tools/interaction_context_features.py,ccc6c149f9fa4d9ce7ac541c300415c7c4cc0b43dcb0cee827141fc865ef7293,fa37948ce909ef83930fb34ef65342b912af93cb,CURRENT_AND_GIT_TRACEABLE_NOT_ARTIFACT_BOUND_AT_GENERATION,2026-08-25T07:27:04.593531+00:00,CURRENT_FILE_PROVENANCE_VERIFIED,HISTORICAL_LEDGER_ENTRY_NOT_AVAILABLE,outputs/stage6r_dynamic_full51_semantic_strict_v1/stage6r_full51_sha256_ledger.json,e39e22354b11679eb66a43be2c658760ad627ac8b843452565225cecf8007d9e,false
outputs/stage6r_dynamic_full51_semantic_strict_part_18_27/shards/shard_000001/interaction_feat_style_raw.npy,8b92e30d7f02cd0600d1e3d7960ba6f7576a8678abda318d8cbdd5f84b5403f9,stage6r_dynamic_full51_semantic_strict_part_18_27,shard_000001,5000,"[5000,33]",float32,outputs/stage6r_dynamic_full51_semantic_strict_v1/stage6r_dynamic_full51_manifest.json,c67391c26f70734ddecd38b95bcb81b744494383cf62bbfdeb4e024b1fe8305f,tools/build_waymo_dynamic_interaction_dataset_v2.py,1c0f8d77caf0b48a37fe47c673a4f9b293902fcbf1a58ada159f4572c90d1b79,tools/interaction_context_features.py,ccc6c149f9fa4d9ce7ac541c300415c7c4cc0b43dcb0cee827141fc865ef7293,fa37948ce909ef83930fb34ef65342b912af93cb,CURRENT_AND_GIT_TRACEABLE_NOT_ARTIFACT_BOUND_AT_GENERATION,2026-08-25T07:27:04.593531+00:00,CURRENT_FILE_PROVENANCE_VERIFIED,HISTORICAL_LEDGER_ENTRY_NOT_AVAILABLE,outputs/stage6r_dynamic_full51_semantic_strict_v1/stage6r_full51_sha256_ledger.json,e39e22354b11679eb66a43be2c658760ad627ac8b843452565225cecf8007d9e,false
outputs/stage6r_dynamic_full51_semantic_strict_part_18_27/shards/shard_000002/interaction_feat_style_raw.npy,10ce809bc876c219ddddf7a3d46508ff7309d10ae72f68773f7a95906f8325b3,stage6r_dynamic_full51_semantic_strict_part_18_27,shard_000002,5010,"[5010,33]",float32,outputs/stage6r_dynamic_full51_semantic_strict_v1/stage6r_dynamic_full51_manifest.json,c67391c26f70734ddecd38b95bcb81b744494383cf62bbfdeb4e024b1fe8305f,tools/build_waymo_dynamic_interaction_dataset_v2.py,1c0f8d77caf0b48a37fe47c673a4f9b293902fcbf1a58ada159f4572c90d1b79,tools/interaction_context_features.py,ccc6c149f9fa4d9ce7ac541c300415c7c4cc0b43dcb0cee827141fc865ef7293,fa37948ce909ef83930fb34ef65342b912af93cb,CURRENT_AND_GIT_TRACEABLE_NOT_ARTIFACT_BOUND_AT_GENERATION,2026-08-25T07:27:04.593531+00:00,CURRENT_FILE_PROVENANCE_VERIFIED,HISTORICAL_LEDGER_ENTRY_NOT_AVAILABLE,outputs/stage6r_dynamic_full51_semantic_strict_v1/stage6r_full51_sha256_ledger.json,e39e22354b11679eb66a43be2c658760ad627ac8b843452565225cecf8007d9e,false
outputs/stage6r_dynamic_full51_semantic_strict_part_18_27/shards/shard_000003/interaction_feat_style_raw.npy,445d1bd54d6119e57b5736a01f82d4377f902e02a02f682dc65a423bc0fceb05,stage6r_dynamic_full51_semantic_strict_part_18_27,shard_000003,5014,"[5014,33]",float32,outputs/stage6r_dynamic_full51_semantic_strict_v1/stage6r_dynamic_full51_manifest.json,c67391c26f70734ddecd38b95bcb81b744494383cf62bbfdeb4e024b1fe8305f,tools/build_waymo_dynamic_interaction_dataset_v2.py,1c0f8d77caf0b48a37fe47c673a4f9b293902fcbf1a58ada159f4572c90d1b79,tools/interaction_context_features.py,ccc6c149f9fa4d9ce7ac541c300415c7c4cc0b43dcb0cee827141fc865ef7293,fa37948ce909ef83930fb34ef65342b912af93cb,CURRENT_AND_GIT_TRACEABLE_NOT_ARTIFACT_BOUND_AT_GENERATION,2026-08-25T07:27:04.593531+00:00,CURRENT_FILE_PROVENANCE_VERIFIED,HISTORICAL_LEDGER_ENTRY_NOT_AVAILABLE,outputs/stage6r_dynamic_full51_semantic_strict_v1/stage6r_full51_sha256_ledger.json,e39e22354b11679eb66a43be2c658760ad627ac8b843452565225cecf8007d9e,false
outputs/stage6r_dynamic_full51_semantic_strict_part_18_27/shards/shard_000004/interaction_feat_style_raw.npy,289149f0b8626997b636aeffd55b672cccf5e91bdd6d1dca4b587a253e20acdb,stage6r_dynamic_full51_semantic_strict_part_18_27,shard_000004,5000,"[5000,33]",float32,outputs/stage6r_dynamic_full51_semantic_strict_v1/stage6r_dynamic_full51_manifest.json,c67391c26f70734ddecd38b95bcb81b744494383cf62bbfdeb4e024b1fe8305f,tools/build_waymo_dynamic_interaction_dataset_v2.py,1c0f8d77caf0b48a37fe47c673a4f9b293902fcbf1a58ada159f4572c90d1b79,tools/interaction_context_features.py,ccc6c149f9fa4d9ce7ac541c300415c7c4cc0b43dcb0cee827141fc865ef7293,fa37948ce909ef83930fb34ef65342b912af93cb,CURRENT_AND_GIT_TRACEABLE_NOT_ARTIFACT_BOUND_AT_GENERATION,2026-08-25T07:27:04.593531+00:00,CURRENT_FILE_PROVENANCE_VERIFIED,HISTORICAL_LEDGER_ENTRY_NOT_AVAILABLE,outputs/stage6r_dynamic_full51_semantic_strict_v1/stage6r_full51_sha256_ledger.json,e39e22354b11679eb66a43be2c658760ad627ac8b843452565225cecf8007d9e,false
outputs/stage6r_dynamic_full51_semantic_strict_part_18_27/shards/shard_000005/interaction_feat_style_raw.npy,8241267b6d7f0ecb64a2ce69e01d14a4d2c43e745838d4cb419ba0189842204e,stage6r_dynamic_full51_semantic_strict_part_18_27,shard_000005,4438,"[4438,33]",float32,outputs/stage6r_dynamic_full51_semantic_strict_v1/stage6r_dynamic_full51_manifest.json,c67391c26f70734ddecd38b95bcb81b744494383cf62bbfdeb4e024b1fe8305f,tools/build_waymo_dynamic_interaction_dataset_v2.py,1c0f8d77caf0b48a37fe47c673a4f9b293902fcbf1a58ada159f4572c90d1b79,tools/interaction_context_features.py,ccc6c149f9fa4d9ce7ac541c300415c7c4cc0b43dcb0cee827141fc865ef7293,fa37948ce909ef83930fb34ef65342b912af93cb,CURRENT_AND_GIT_TRACEABLE_NOT_ARTIFACT_BOUND_AT_GENERATION,2026-08-25T07:27:04.593531+00:00,CURRENT_FILE_PROVENANCE_VERIFIED,HISTORICAL_LEDGER_ENTRY_NOT_AVAILABLE,outputs/stage6r_dynamic_full51_semantic_strict_v1/stage6r_full51_sha256_ledger.json,e39e22354b11679eb66a43be2c658760ad627ac8b843452565225cecf8007d9e,false
outputs/stage6r_dynamic_full51_semantic_strict_part_27_36/shards/shard_000000/interaction_feat_style_raw.npy,11fbd3d7c5eb0f6d7f72561eb278115cb0569ff882791f0dd01e11dffd861f79,stage6r_dynamic_full51_semantic_strict_part_27_36,shard_000000,5006,"[5006,33]",float32,outputs/stage6r_dynamic_full51_semantic_strict_v1/stage6r_dynamic_full51_manifest.json,c67391c26f70734ddecd38b95bcb81b744494383cf62bbfdeb4e024b1fe8305f,tools/build_waymo_dynamic_interaction_dataset_v2.py,1c0f8d77caf0b48a37fe47c673a4f9b293902fcbf1a58ada159f4572c90d1b79,tools/interaction_context_features.py,ccc6c149f9fa4d9ce7ac541c300415c7c4cc0b43dcb0cee827141fc865ef7293,fa37948ce909ef83930fb34ef65342b912af93cb,CURRENT_AND_GIT_TRACEABLE_NOT_ARTIFACT_BOUND_AT_GENERATION,2026-08-25T07:27:04.593531+00:00,CURRENT_FILE_PROVENANCE_VERIFIED,HISTORICAL_LEDGER_ENTRY_NOT_AVAILABLE,outputs/stage6r_dynamic_full51_semantic_strict_v1/stage6r_full51_sha256_ledger.json,e39e22354b11679eb66a43be2c658760ad627ac8b843452565225cecf8007d9e,false
outputs/stage6r_dynamic_full51_semantic_strict_part_27_36/shards/shard_000001/interaction_feat_style_raw.npy,dcc5386f1d9b19a3bd4c4ff2e0b39d62fc64a92c9e05b0995f2d34ef26901245,stage6r_dynamic_full51_semantic_strict_part_27_36,shard_000001,5009,"[5009,33]",float32,outputs/stage6r_dynamic_full51_semantic_strict_v1/stage6r_dynamic_full51_manifest.json,c67391c26f70734ddecd38b95bcb81b744494383cf62bbfdeb4e024b1fe8305f,tools/build_waymo_dynamic_interaction_dataset_v2.py,1c0f8d77caf0b48a37fe47c673a4f9b293902fcbf1a58ada159f4572c90d1b79,tools/interaction_context_features.py,ccc6c149f9fa4d9ce7ac541c300415c7c4cc0b43dcb0cee827141fc865ef7293,fa37948ce909ef83930fb34ef65342b912af93cb,CURRENT_AND_GIT_TRACEABLE_NOT_ARTIFACT_BOUND_AT_GENERATION,2026-08-25T07:27:04.593531+00:00,CURRENT_FILE_PROVENANCE_VERIFIED,HISTORICAL_LEDGER_ENTRY_NOT_AVAILABLE,outputs/stage6r_dynamic_full51_semantic_strict_v1/stage6r_full51_sha256_ledger.json,e39e22354b11679eb66a43be2c658760ad627ac8b843452565225cecf8007d9e,false
outputs/stage6r_dynamic_full51_semantic_strict_part_27_36/shards/shard_000002/interaction_feat_style_raw.npy,50eb0aa80680791f84d5a46be2c686b6db409f766fe93b861c7715ea439a146e,stage6r_dynamic_full51_semantic_strict_part_27_36,shard_000002,5002,"[5002,33]",float32,outputs/stage6r_dynamic_full51_semantic_strict_v1/stage6r_dynamic_full51_manifest.json,c67391c26f70734ddecd38b95bcb81b744494383cf62bbfdeb4e024b1fe8305f,tools/build_waymo_dynamic_interaction_dataset_v2.py,1c0f8d77caf0b48a37fe47c673a4f9b293902fcbf1a58ada159f4572c90d1b79,tools/interaction_context_features.py,ccc6c149f9fa4d9ce7ac541c300415c7c4cc0b43dcb0cee827141fc865ef7293,fa37948ce909ef83930fb34ef65342b912af93cb,CURRENT_AND_GIT_TRACEABLE_NOT_ARTIFACT_BOUND_AT_GENERATION,2026-08-25T07:27:04.593531+00:00,CURRENT_FILE_PROVENANCE_VERIFIED,HISTORICAL_LEDGER_ENTRY_NOT_AVAILABLE,outputs/stage6r_dynamic_full51_semantic_strict_v1/stage6r_full51_sha256_ledger.json,e39e22354b11679eb66a43be2c658760ad627ac8b843452565225cecf8007d9e,false
